chart_id,track_id,artist_id,chart_name,week_date,peak_position,current_position,weeks_on_chart,movement
CHT_00650,TRK_03933,ART_0355,Weekend Anthems,2026-02-18,10,13,26,30
CHT_00651,TRK_00129,ART_0311,Viral 50,2022-11-24,20,20,3,26
CHT_00652,TRK_00531,ART_0437,Indie Spotlight,2026-03-29,66,74,14,-23
CHT_00653,TRK_03933,ART_0355,New Music Friday,2026-03-18,26,42,19,-13
CHT_00654,TRK_00531,ART_0437,New Music Friday,2026-03-08,47,67,1,-4
CHT_00655,TRK_05351,ART_0295,Top 100 Global,2025-11-14,72,92,3,16
CHT_00656,TRK_05921,ART_0395,Weekend Anthems,2026-01-12,47,47,2,-23
CHT_00657,TRK_02046,ART_0157,Top 100 Global,2022-04-25,32,33,2,22
CHT_00658,TRK_04654,ART_0068,Hot 100,2025-10-24,96,100,5,6
CHT_00659,TRK_04622,ART_0577,New Music Friday,2026-04-16,72,87,2,8
CHT_00660,TRK_05663,ART_0243,Weekend Anthems,2026-03-07,84,97,33,-14
CHT_00661,TRK_05505,ART_0135,Weekend Anthems,2024-08-02,20,39,1,-6
CHT_00662,TRK_00531,ART_0437,Hot 100,2026-03-29,26,34,1,-19
CHT_00663,TRK_04955,ART_0089,Top Streaming,2026-03-15,7,13,52,-17
CHT_00664,TRK_01604,ART_0483,Top 100 Global,2025-01-05,75,87,15,-15
CHT_00665,TRK_01240,ART_0286,Top 100 Global,2026-01-10,96,100,1,-16
CHT_00666,TRK_04955,ART_0089,Viral 50,2026-04-05,2,17,7,6
CHT_00667,TRK_03933,ART_0355,Hot 100,2026-03-18,22,40,49,8
CHT_00668,TRK_05667,ART_0154,Top Streaming,2024-05-19,67,84,7,27
CHT_00669,TRK_03933,ART_0355,New Music Friday,2025-10-08,21,31,2,-18
CHT_00670,TRK_00531,ART_0437,Viral 50,2025-12-07,28,43,1,25
CHT_00671,TRK_04955,ART_0089,Weekend Anthems,2026-04-26,2,15,8,-12
CHT_00672,TRK_05663,ART_0243,Top Streaming,2026-03-28,98,100,9,10
CHT_00673,TRK_00129,ART_0311,Indie Spotlight,2025-01-02,29,38,3,16
CHT_00674,TRK_00129,ART_0311,Top Streaming,2021-11-04,8,16,28,27
CHT_00675,TRK_05809,ART_0154,Top 100 Global,2025-03-24,51,66,3,-27
CHT_00676,TRK_04136,ART_0295,Hot 100,2025-05-19,41,53,3,-22
CHT_00677,TRK_00479,ART_0641,Indie Spotlight,2015-09-04,28,38,6,-1
CHT_00678,TRK_03839,ART_0549,Indie Spotlight,2025-07-02,65,79,3,-12
CHT_00679,TRK_05956,ART_0229,Top Streaming,2021-08-05,64,74,2,11
CHT_00680,TRK_00457,ART_0627,Viral 50,2026-04-27,68,76,4,20
CHT_00681,TRK_04380,ART_0406,New Music Friday,2011-06-11,32,44,5,21
CHT_00682,TRK_04687,ART_0542,Hot 100,2026-04-21,67,71,3,6
CHT_00683,TRK_04955,ART_0089,New Music Friday,2026-04-05,8,28,23,-20
CHT_00684,TRK_02107,ART_0564,Viral 50,2026-01-01,82,83,4,-25
CHT_00685,TRK_02118,ART_0219,Viral 50,2025-11-15,93,96,2,-27
CHT_00686,TRK_05034,ART_0092,Viral 50,2025-10-01,68,87,1,24
CHT_00687,TRK_05505,ART_0135,Top Streaming,2025-03-14,26,30,20,2
CHT_00688,TRK_04647,ART_0105,Top 100 Global,2026-04-27,69,81,1,6
CHT_00689,TRK_00129,ART_0311,Indie Spotlight,2022-10-06,25,38,36,-12
CHT_00690,TRK_01050,ART_0481,Hot 100,2025-06-26,98,100,3,18
CHT_00691,TRK_05394,ART_0611,Indie Spotlight,2022-01-22,78,98,1,22
CHT_00692,TRK_05810,ART_0071,Top Streaming,2026-04-27,60,74,5,-6
CHT_00693,TRK_00129,ART_0311,Indie Spotlight,2025-06-19,26,26,11,-29
CHT_00694,TRK_04955,ART_0089,Top 100 Global,2026-03-22,9,9,28,-29
CHT_00695,TRK_00751,ART_0557,Viral 50,2026-04-27,28,45,4,22
CHT_00696,TRK_00129,ART_0311,Top 100 Global,2021-08-26,24,40,34,-20
CHT_00697,TRK_04955,ART_0089,Hot 100,2026-04-19,4,10,5,-11
CHT_00698,TRK_01321,ART_0286,Hot 100,2026-04-04,56,70,5,-30
CHT_00699,TRK_00764,ART_0515,Top 100 Global,2026-04-27,72,77,10,12
CHT_00700,TRK_01461,ART_0626,Hot 100,2025-02-24,62,75,6,-1
CHT_00701,TRK_04955,ART_0089,Weekend Anthems,2026-04-26,8,10,21,-13
CHT_00702,TRK_04955,ART_0089,Top Streaming,2026-04-26,7,23,32,18
CHT_00703,TRK_05727,ART_0416,Hot 100,2025-10-15,54,72,1,-11
CHT_00704,TRK_02502,ART_0649,Weekend Anthems,2025-06-20,60,61,5,26
CHT_00705,TRK_03933,ART_0355,Viral 50,2025-09-10,25,37,6,-1
CHT_00706,TRK_03933,ART_0355,New Music Friday,2026-02-18,9,14,20,24
CHT_00707,TRK_03852,ART_0684,Viral 50,2026-04-08,64,81,1,-1
CHT_00708,TRK_04309,ART_0255,Indie Spotlight,2026-04-27,38,57,5,2
CHT_00709,TRK_05478,ART_0655,Weekend Anthems,2026-02-08,39,49,3,-4
CHT_00710,TRK_04309,ART_0255,Top Streaming,2026-04-27,44,59,15,-11
CHT_00711,TRK_03397,ART_0217,New Music Friday,2026-04-27,68,75,6,7
CHT_00712,TRK_05505,ART_0135,New Music Friday,2025-09-05,13,33,3,-28
CHT_00713,TRK_02856,ART_0435,Viral 50,2023-12-05,43,59,5,-7
CHT_00714,TRK_03933,ART_0355,Weekend Anthems,2025-09-24,26,28,7,28
CHT_00715,TRK_01210,ART_0318,Top Streaming,2022-05-19,51,63,2,-28
CHT_00716,TRK_03933,ART_0355,Viral 50,2026-03-25,20,34,3,-25
CHT_00717,TRK_02579,ART_0438,Top 100 Global,2025-01-26,29,36,1,11
CHT_00718,TRK_03933,ART_0355,Top Streaming,2025-11-26,13,32,45,-28
CHT_00719,TRK_00129,ART_0311,Viral 50,2026-04-02,21,37,8,10
CHT_00720,TRK_00018,ART_0271,Viral 50,2026-04-27,44,61,2,-16
CHT_00721,TRK_05619,ART_0322,Top Streaming,2020-05-19,56,57,2,-12
CHT_00722,TRK_03933,ART_0355,Hot 100,2025-07-16,18,21,19,-21
CHT_00723,TRK_01461,ART_0626,Hot 100,2023-02-27,89,100,4,-18
CHT_00724,TRK_04955,ART_0089,Viral 50,2026-03-22,6,21,14,-10
CHT_00725,TRK_04955,ART_0089,Hot 100,2026-03-29,6,23,8,-20
CHT_00726,TRK_02630,ART_0187,New Music Friday,2024-03-31,54,59,1,-16
CHT_00727,TRK_03933,ART_0355,Indie Spotlight,2025-08-27,5,13,18,29
CHT_00728,TRK_01461,ART_0626,Viral 50,2023-09-25,62,68,11,-29
CHT_00729,TRK_01393,ART_0339,New Music Friday,2023-04-11,33,51,4,-13
CHT_00730,TRK_03343,ART_0298,Weekend Anthems,2024-04-01,87,100,1,14
CHT_00731,TRK_00531,ART_0437,Viral 50,2026-02-22,64,64,17,-15
CHT_00732,TRK_04955,ART_0089,New Music Friday,2026-04-12,6,14,52,-17
CHT_00733,TRK_00784,ART_0154,Indie Spotlight,2024-10-06,86,100,28,16
CHT_00734,TRK_00129,ART_0311,New Music Friday,2022-10-20,10,10,26,8
CHT_00735,TRK_03317,ART_0237,Indie Spotlight,2025-11-12,43,46,1,-3
CHT_00736,TRK_00764,ART_0515,New Music Friday,2026-04-27,75,92,26,29
CHT_00737,TRK_02517,ART_0147,Weekend Anthems,2022-02-19,52,58,1,-11
CHT_00738,TRK_03817,ART_0368,Weekend Anthems,2026-04-27,65,65,1,5
CHT_00739,TRK_05663,ART_0243,Weekend Anthems,2026-04-11,74,76,4,-28
CHT_00740,TRK_02189,ART_0141,Indie Spotlight,2025-01-19,73,93,13,14
CHT_00741,TRK_02433,ART_0079,Viral 50,2026-02-05,52,64,1,15
CHT_00742,TRK_00129,ART_0311,Weekend Anthems,2023-07-13,15,24,1,-16
CHT_00743,TRK_04288,ART_0617,New Music Friday,2026-01-12,65,67,3,-30
CHT_00744,TRK_03397,ART_0217,Indie Spotlight,2026-04-27,86,100,10,-6
CHT_00745,TRK_05663,ART_0243,Indie Spotlight,2026-02-21,86,100,19,-22
CHT_00746,TRK_00764,ART_0515,Hot 100,2026-04-27,65,83,10,8
CHT_00747,TRK_05923,ART_0377,New Music Friday,2026-02-24,46,52,6,22
CHT_00748,TRK_00457,ART_0627,Viral 50,2026-04-27,98,100,9,9
CHT_00749,TRK_05505,ART_0135,Top 100 Global,2026-04-03,16,21,12,-15
CHT_00750,TRK_05663,ART_0243,Top Streaming,2026-01-31,22,32,8,28
CHT_00751,TRK_00129,ART_0311,Top Streaming,2023-08-10,25,36,7,-21
CHT_00752,TRK_05478,ART_0655,Hot 100,2026-04-26,49,51,1,6
CHT_00753,TRK_01604,ART_0483,Hot 100,2025-11-02,57,76,16,9
CHT_00754,TRK_05478,ART_0655,Weekend Anthems,2025-11-16,73,82,11,13
CHT_00755,TRK_03933,ART_0355,Top Streaming,2025-12-03,10,18,22,17
CHT_00756,TRK_05505,ART_0135,New Music Friday,2024-09-27,14,20,9,-9
CHT_00757,TRK_03430,ART_0049,Viral 50,2019-04-16,29,31,1,27
CHT_00758,TRK_01604,ART_0483,Viral 50,2025-08-03,93,100,14,18
CHT_00759,TRK_01604,ART_0483,Viral 50,2025-12-14,23,42,4,-13
CHT_00760,TRK_05105,ART_0586,Viral 50,2025-08-27,63,73,1,-17
CHT_00761,TRK_01604,ART_0483,Top 100 Global,2026-04-26,23,41,3,-11
CHT_00762,TRK_03397,ART_0217,Hot 100,2026-04-27,87,87,2,29
CHT_00763,TRK_01604,ART_0483,Top 100 Global,2025-06-15,60,74,14,-7
CHT_00764,TRK_05438,ART_0242,Viral 50,2026-04-02,62,64,1,-8
CHT_00765,TRK_04955,ART_0089,Hot 100,2026-04-26,7,7,23,-4
CHT_00766,TRK_05478,ART_0655,Indie Spotlight,2026-02-22,23,40,13,-18
CHT_00767,TRK_00332,ART_0375,Hot 100,2026-04-23,65,71,3,17
CHT_00768,TRK_00098,ART_0437,New Music Friday,2025-03-02,42,60,1,18
CHT_00769,TRK_04216,ART_0028,Hot 100,2021-05-31,38,40,2,-10
CHT_00770,TRK_03731,ART_0190,Viral 50,2026-04-21,49,52,1,-14
CHT_00771,TRK_04003,ART_0069,Weekend Anthems,2023-07-15,100,100,4,-7
CHT_00772,TRK_05667,ART_0154,Hot 100,2025-04-13,73,89,10,-14
CHT_00773,TRK_05810,ART_0071,Viral 50,2026-04-27,90,100,5,15
CHT_00774,TRK_00531,ART_0437,Top Streaming,2026-02-01,90,100,2,-1
CHT_00775,TRK_02501,ART_0437,Weekend Anthems,2025-08-15,98,100,2,-30
CHT_00776,TRK_05663,ART_0243,New Music Friday,2026-04-25,60,72,26,8
CHT_00777,TRK_05478,ART_0655,Viral 50,2025-11-09,39,56,1,30
CHT_00778,TRK_04955,ART_0089,Viral 50,2026-03-29,3,19,21,-2
CHT_00779,TRK_03034,ART_0442,New Music Friday,2026-02-04,62,74,17,-3
CHT_00780,TRK_03933,ART_0355,New Music Friday,2025-07-23,16,36,36,21
CHT_00781,TRK_03933,ART_0355,Hot 100,2025-07-30,19,22,15,24
CHT_00782,TRK_01604,ART_0483,Indie Spotlight,2026-03-22,68,85,1,-10
CHT_00783,TRK_00129,ART_0311,New Music Friday,2025-01-30,24,24,3,-1
CHT_00784,TRK_03351,ART_0414,Hot 100,2019-11-01,67,71,12,-29
CHT_00785,TRK_05505,ART_0135,Viral 50,2025-04-04,6,22,44,-16
CHT_00786,TRK_04955,ART_0089,Weekend Anthems,2026-04-05,1,14,25,0
CHT_00787,TRK_05667,ART_0154,Weekend Anthems,2024-07-21,59,77,6,18
CHT_00788,TRK_03397,ART_0217,Top 100 Global,2026-04-27,35,42,8,-7
CHT_00789,TRK_04955,ART_0089,Top Streaming,2026-04-12,10,15,15,26
CHT_00790,TRK_05707,ART_0371,Indie Spotlight,2026-04-27,20,20,3,11
CHT_00791,TRK_03076,ART_0513,Weekend Anthems,2026-04-27,39,41,1,8
CHT_00792,TRK_00764,ART_0515,Top 100 Global,2026-04-27,39,48,8,-10
CHT_00793,TRK_00129,ART_0311,Indie Spotlight,2022-06-23,14,31,52,-5
CHT_00794,TRK_01604,ART_0483,Weekend Anthems,2026-03-01,89,92,12,24
CHT_00795,TRK_02626,ART_0025,New Music Friday,2025-12-31,32,52,17,24
CHT_00796,TRK_03814,ART_0018,Hot 100,2019-04-28,56,57,10,-21
CHT_00797,TRK_00129,ART_0311,Indie Spotlight,2025-07-10,6,11,2,-29
CHT_00798,TRK_03397,ART_0217,Viral 50,2026-04-27,54,70,7,-17
CHT_00799,TRK_00764,ART_0515,Hot 100,2026-04-27,85,98,5,-18
CHT_00800,TRK_01549,ART_0103,Top 100 Global,2026-04-27,66,71,6,-24
CHT_00801,TRK_01129,ART_0685,New Music Friday,2023-10-20,81,100,2,-11
CHT_00802,TRK_00361,ART_0213,Indie Spotlight,2025-12-27,52,61,1,2
CHT_00803,TRK_02626,ART_0025,Weekend Anthems,2025-08-06,79,81,2,-15
CHT_00804,TRK_05956,ART_0229,Hot 100,2022-09-08,70,86,3,-13
CHT_00805,TRK_02827,ART_0418,Indie Spotlight,2025-10-19,75,80,10,29
CHT_00806,TRK_01604,ART_0483,Weekend Anthems,2025-05-25,48,65,33,2
CHT_00807,TRK_05505,ART_0135,Top Streaming,2024-12-20,28,35,2,14
CHT_00808,TRK_00129,ART_0311,New Music Friday,2025-10-09,30,38,4,-12
CHT_00809,TRK_04108,ART_0400,Weekend Anthems,2022-10-11,86,100,10,21
CHT_00810,TRK_02231,ART_0347,Weekend Anthems,2026-04-27,34,38,2,-17
CHT_00811,TRK_04955,ART_0089,Weekend Anthems,2026-04-19,7,21,5,-16
CHT_00812,TRK_05667,ART_0154,Indie Spotlight,2025-05-11,69,69,17,-29
CHT_00813,TRK_03933,ART_0355,New Music Friday,2025-06-11,25,40,20,3
CHT_00814,TRK_00129,ART_0311,Weekend Anthems,2024-06-06,6,12,6,-17
CHT_00815,TRK_00764,ART_0515,New Music Friday,2026-04-27,68,74,24,-24
CHT_00816,TRK_00764,ART_0515,New Music Friday,2026-04-27,62,82,2,-24
CHT_00817,TRK_04955,ART_0089,Top Streaming,2026-04-05,8,21,25,8
CHT_00818,TRK_03933,ART_0355,New Music Friday,2025-12-10,20,23,3,29
CHT_00819,TRK_05505,ART_0135,Weekend Anthems,2024-06-28,22,39,10,-7
CHT_00820,TRK_05505,ART_0135,Top 100 Global,2025-09-19,15,23,2,-21
CHT_00821,TRK_01604,ART_0483,Top 100 Global,2025-01-26,84,89,9,0
CHT_00822,TRK_00764,ART_0515,Hot 100,2026-04-27,57,61,2,-25
CHT_00823,TRK_05505,ART_0135,Hot 100,2025-09-12,22,36,15,-27
CHT_00824,TRK_03351,ART_0414,Indie Spotlight,2019-03-01,43,51,3,-13
CHT_00825,TRK_04955,ART_0089,Viral 50,2026-03-15,10,26,13,-23
CHT_00826,TRK_01809,ART_0289,Top 100 Global,2026-02-09,57,74,1,-27
CHT_00827,TRK_04955,ART_0089,New Music Friday,2026-03-15,1,20,52,3
CHT_00828,TRK_02502,ART_0649,Indie Spotlight,2026-04-24,67,67,2,-10
CHT_00829,TRK_00690,ART_0629,Top Streaming,2024-11-12,62,70,1,-23
CHT_00830,TRK_00129,ART_0311,Top Streaming,2022-09-08,19,23,2,-27
CHT_00831,TRK_03933,ART_0355,Weekend Anthems,2025-08-06,10,21,2,-2
CHT_00832,TRK_01549,ART_0103,Hot 100,2026-04-27,55,75,3,-14
CHT_00833,TRK_03933,ART_0355,Indie Spotlight,2025-09-03,25,33,5,23
CHT_00834,TRK_01832,ART_0352,Indie Spotlight,2026-01-11,25,30,3,-15
CHT_00835,TRK_01723,ART_0581,Indie Spotlight,2008-05-08,43,56,1,29
CHT_00836,TRK_05810,ART_0071,New Music Friday,2026-04-27,76,80,5,18
CHT_00837,TRK_04955,ART_0089,Top 100 Global,2026-03-15,9,26,34,18
CHT_00838,TRK_00129,ART_0311,Viral 50,2024-02-29,8,17,5,-10
CHT_00839,TRK_04654,ART_0068,Top Streaming,2025-02-21,83,83,2,-1
CHT_00840,TRK_04866,ART_0026,Viral 50,2024-08-08,90,92,1,-12
CHT_00841,TRK_04216,ART_0028,Hot 100,2016-09-05,29,32,3,-5
CHT_00842,TRK_04955,ART_0089,Hot 100,2026-04-12,7,15,6,10
CHT_00843,TRK_05505,ART_0135,Top Streaming,2025-02-14,25,42,5,7
CHT_00844,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,1,20,5,-4
CHT_00845,TRK_04955,ART_0089,Weekend Anthems,2026-04-05,6,14,12,-7
CHT_00846,TRK_04654,ART_0068,Top 100 Global,2019-06-07,84,84,2,1
CHT_00847,TRK_01461,ART_0626,Top 100 Global,2022-10-24,62,82,11,26
CHT_00848,TRK_01311,ART_0071,Weekend Anthems,2026-04-27,56,60,3,7
CHT_00849,TRK_04955,ART_0089,New Music Friday,2026-04-12,2,11,31,5
CHT_00850,TRK_04309,ART_0255,Weekend Anthems,2026-04-27,48,66,13,-29
CHT_00851,TRK_04582,ART_0574,Weekend Anthems,2024-10-10,79,82,2,-2
CHT_00852,TRK_00129,ART_0311,Weekend Anthems,2021-09-16,10,26,19,-28
CHT_00853,TRK_05478,ART_0655,Top 100 Global,2025-12-21,51,55,6,0
CHT_00854,TRK_03933,ART_0355,Weekend Anthems,2025-07-30,7,25,11,21
CHT_00855,TRK_00457,ART_0627,Hot 100,2026-04-27,85,100,2,-18
CHT_00856,TRK_03846,ART_0438,Top Streaming,2024-03-03,64,77,1,28
CHT_00857,TRK_05667,ART_0154,New Music Friday,2025-02-09,29,48,39,26
CHT_00858,TRK_01808,ART_0274,Top Streaming,2026-04-01,63,76,24,5
CHT_00859,TRK_00764,ART_0515,New Music Friday,2026-04-27,20,33,42,8
CHT_00860,TRK_00129,ART_0311,Weekend Anthems,2023-01-19,5,11,29,4
CHT_00861,TRK_03933,ART_0355,Hot 100,2025-09-10,26,37,22,23
CHT_00862,TRK_04216,ART_0028,Indie Spotlight,2017-10-30,45,55,2,-11
CHT_00863,TRK_03224,ART_0283,Top Streaming,2025-11-20,48,65,1,-17
CHT_00864,TRK_03555,ART_0146,Weekend Anthems,2026-01-19,92,100,2,0
CHT_00865,TRK_01706,ART_0043,Top Streaming,2025-10-24,77,95,4,-18
CHT_00866,TRK_05663,ART_0243,Indie Spotlight,2026-04-25,20,24,9,5
CHT_00867,TRK_03933,ART_0355,Hot 100,2026-04-15,9,27,19,18
CHT_00868,TRK_04955,ART_0089,Weekend Anthems,2026-03-15,1,5,4,26
CHT_00869,TRK_04955,ART_0089,Hot 100,2026-04-26,7,9,32,-12
CHT_00870,TRK_00129,ART_0311,Viral 50,2025-08-21,15,32,2,-30
CHT_00871,TRK_01461,ART_0626,New Music Friday,2024-11-11,53,71,2,-7
CHT_00872,TRK_04955,ART_0089,Top 100 Global,2026-03-15,6,17,37,7
CHT_00873,TRK_03351,ART_0414,Indie Spotlight,2025-12-19,37,53,11,0
CHT_00874,TRK_03933,ART_0355,Top 100 Global,2026-01-28,16,28,8,-1
CHT_00875,TRK_05011,ART_0437,Top Streaming,2024-06-18,85,97,6,16
CHT_00876,TRK_01226,ART_0657,New Music Friday,2018-02-01,69,74,5,-17
CHT_00877,TRK_04309,ART_0255,Indie Spotlight,2026-04-27,65,85,28,25
CHT_00878,TRK_03933,ART_0355,Viral 50,2025-10-01,13,21,3,13
CHT_00879,TRK_00764,ART_0515,Top 100 Global,2026-04-27,76,90,28,22
CHT_00880,TRK_01673,ART_0437,Viral 50,2022-12-14,57,76,1,-9
CHT_00881,TRK_05478,ART_0655,Top Streaming,2025-11-09,59,73,6,8
CHT_00882,TRK_01507,ART_0562,New Music Friday,2024-10-23,72,81,1,-11
CHT_00883,TRK_04955,ART_0089,Hot 100,2026-04-26,1,16,23,9
CHT_00884,TRK_04955,ART_0089,Weekend Anthems,2026-03-29,4,8,17,-3
CHT_00885,TRK_05809,ART_0154,Indie Spotlight,2025-01-20,64,69,6,20
CHT_00886,TRK_05505,ART_0135,Weekend Anthems,2025-08-08,27,29,6,-3
CHT_00887,TRK_04390,ART_0657,Hot 100,2023-07-01,52,57,6,11
CHT_00888,TRK_04955,ART_0089,Weekend Anthems,2026-04-12,8,26,51,-4
CHT_00889,TRK_05956,ART_0229,Hot 100,2024-03-07,86,95,7,-6
CHT_00890,TRK_00129,ART_0311,Top Streaming,2025-12-25,11,27,3,-14
CHT_00891,TRK_02189,ART_0141,Top 100 Global,2025-02-23,20,24,12,8
CHT_00892,TRK_04955,ART_0089,Top Streaming,2026-04-12,1,8,51,-29
CHT_00893,TRK_00968,ART_0203,Top Streaming,2026-04-27,81,85,3,-29
CHT_00894,TRK_05670,ART_0387,Hot 100,2025-06-11,40,51,2,21
CHT_00895,TRK_00129,ART_0311,Hot 100,2024-01-11,16,36,1,-21
CHT_00896,TRK_00531,ART_0437,Weekend Anthems,2026-01-25,53,57,11,29
CHT_00897,TRK_05923,ART_0377,Top 100 Global,2025-04-01,74,82,5,-6
CHT_00898,TRK_03917,ART_0069,Viral 50,2024-05-29,70,71,1,28
CHT_00899,TRK_05810,ART_0071,Indie Spotlight,2026-04-27,22,35,9,14
CHT_00900,TRK_04587,ART_0373,Viral 50,2026-04-27,27,31,2,-21
CHT_00901,TRK_04955,ART_0089,Top Streaming,2026-03-22,6,23,15,3
CHT_00902,TRK_02993,ART_0337,Viral 50,2025-06-29,91,99,4,-23
CHT_00903,TRK_03034,ART_0442,Hot 100,2026-03-18,77,95,12,5
CHT_00904,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,5,5,3,-23
CHT_00905,TRK_04003,ART_0069,Indie Spotlight,2023-03-18,86,89,5,30
CHT_00906,TRK_01461,ART_0626,New Music Friday,2026-01-12,28,28,16,-16
CHT_00907,TRK_02431,ART_0117,New Music Friday,2022-09-02,53,72,2,25
CHT_00908,TRK_04955,ART_0089,New Music Friday,2026-04-19,5,24,3,-20
CHT_00909,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,35,38,7,27
CHT_00910,TRK_05237,ART_0437,Indie Spotlight,2023-11-22,82,90,1,-2
CHT_00911,TRK_05663,ART_0243,Indie Spotlight,2026-02-21,29,36,14,10
CHT_00912,TRK_01205,ART_0498,New Music Friday,2025-05-20,33,48,1,20
CHT_00913,TRK_05505,ART_0135,Viral 50,2025-08-01,9,27,4,16
CHT_00914,TRK_04955,ART_0089,Hot 100,2026-04-19,6,24,44,0
CHT_00915,TRK_01461,ART_0626,Top Streaming,2025-09-22,84,96,2,5
CHT_00916,TRK_05505,ART_0135,Top 100 Global,2025-08-08,25,40,7,-10
CHT_00917,TRK_04955,ART_0089,Viral 50,2026-04-26,5,21,22,-18
CHT_00918,TRK_04380,ART_0406,Top 100 Global,2013-11-23,24,36,5,12
CHT_00919,TRK_00129,ART_0311,Hot 100,2023-03-30,24,40,3,7
CHT_00920,TRK_04955,ART_0089,Weekend Anthems,2026-03-22,8,22,1,25
CHT_00921,TRK_02741,ART_0474,Viral 50,2025-07-14,39,45,4,25
CHT_00922,TRK_05505,ART_0135,Indie Spotlight,2025-04-25,16,18,30,16
CHT_00923,TRK_02189,ART_0141,Top Streaming,2024-12-22,92,96,4,1
CHT_00924,TRK_04955,ART_0089,Top Streaming,2026-04-19,5,8,10,22
CHT_00925,TRK_00057,ART_0680,Indie Spotlight,2023-04-19,85,96,2,3
CHT_00926,TRK_05667,ART_0154,Weekend Anthems,2025-10-05,49,57,26,-6
CHT_00927,TRK_00764,ART_0515,Hot 100,2026-04-27,88,89,5,-12
CHT_00928,TRK_00531,ART_0437,Top Streaming,2026-04-19,29,31,6,-23
CHT_00929,TRK_04955,ART_0089,Weekend Anthems,2026-04-12,1,6,9,19
CHT_00930,TRK_03933,ART_0355,Viral 50,2025-11-05,23,34,2,-13
CHT_00931,TRK_00764,ART_0515,Top 100 Global,2026-04-27,54,74,5,-15
CHT_00932,TRK_01927,ART_0216,Viral 50,2026-04-27,74,78,1,-29
CHT_00933,TRK_01604,ART_0483,Top 100 Global,2025-06-01,88,100,20,29
CHT_00934,TRK_00129,ART_0311,Top 100 Global,2022-11-03,23,32,22,17
CHT_00935,TRK_03800,ART_0202,Hot 100,2024-10-05,58,65,2,24
CHT_00936,TRK_01461,ART_0626,Indie Spotlight,2024-04-15,74,86,5,-28
CHT_00937,TRK_01604,ART_0483,Top Streaming,2025-02-02,49,62,1,16
CHT_00938,TRK_05929,ART_0120,Weekend Anthems,2025-12-26,47,64,1,-20
CHT_00939,TRK_04955,ART_0089,Top 100 Global,2026-04-26,6,6,9,-19
CHT_00940,TRK_02659,ART_0294,Top Streaming,2026-04-13,27,31,2,5
CHT_00941,TRK_04955,ART_0089,Hot 100,2026-04-05,9,15,1,27
CHT_00942,TRK_00129,ART_0311,Hot 100,2022-09-22,20,37,22,9
CHT_00943,TRK_02129,ART_0019,Top 100 Global,2026-04-27,95,100,2,23
CHT_00944,TRK_05191,ART_0539,Indie Spotlight,2026-04-24,34,53,1,4
CHT_00945,TRK_05798,ART_0458,Hot 100,2026-01-05,74,82,5,12
CHT_00946,TRK_03397,ART_0217,Hot 100,2026-04-27,92,98,3,-7
CHT_00947,TRK_00764,ART_0515,Viral 50,2026-04-27,86,97,2,0
CHT_00948,TRK_04955,ART_0089,Top Streaming,2026-03-22,2,22,1,-21
CHT_00949,TRK_05956,ART_0229,New Music Friday,2024-03-07,20,23,12,-24
CHT_00950,TRK_04216,ART_0028,New Music Friday,2019-04-01,63,77,3,-15
CHT_00951,TRK_03933,ART_0355,New Music Friday,2025-09-10,24,31,10,27
CHT_00952,TRK_00764,ART_0515,Top Streaming,2026-04-27,24,26,3,23
CHT_00953,TRK_05478,ART_0655,Viral 50,2025-12-07,80,83,19,29
CHT_00954,TRK_04289,ART_0030,New Music Friday,2026-04-27,80,100,1,16
CHT_00955,TRK_05663,ART_0243,Viral 50,2026-02-07,21,31,3,20
CHT_00956,TRK_00897,ART_0334,Indie Spotlight,2025-02-01,87,88,4,7
CHT_00957,TRK_03933,ART_0355,Top 100 Global,2025-10-29,12,18,3,30
CHT_00958,TRK_03814,ART_0018,New Music Friday,2024-03-10,62,69,2,-26
CHT_00959,TRK_00764,ART_0515,Hot 100,2026-04-27,77,96,21,-14
CHT_00960,TRK_01461,ART_0626,Top 100 Global,2024-02-26,100,100,20,-25
CHT_00961,TRK_03351,ART_0414,Hot 100,2025-05-23,52,61,16,23
CHT_00962,TRK_02502,ART_0649,Top 100 Global,2026-03-20,52,57,6,25
CHT_00963,TRK_00129,ART_0311,Weekend Anthems,2024-01-11,21,28,6,-29
CHT_00964,TRK_00129,ART_0311,Indie Spotlight,2023-05-04,10,20,21,1
CHT_00965,TRK_02948,ART_0164,New Music Friday,2024-09-14,44,56,3,29
CHT_00966,TRK_01706,ART_0043,New Music Friday,2025-08-01,91,100,14,-5
CHT_00967,TRK_05478,ART_0655,Top Streaming,2026-04-19,91,93,36,-30
CHT_00968,TRK_05505,ART_0135,New Music Friday,2025-01-03,5,5,2,28
CHT_00969,TRK_03933,ART_0355,New Music Friday,2025-08-20,8,25,5,24
CHT_00970,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,64,71,43,16
CHT_00971,TRK_05478,ART_0655,Top Streaming,2026-04-19,49,66,1,-20
CHT_00972,TRK_00531,ART_0437,Weekend Anthems,2025-11-02,23,40,9,30
CHT_00973,TRK_05986,ART_0142,Indie Spotlight,2025-06-06,37,56,1,27
CHT_00974,TRK_01604,ART_0483,Top Streaming,2025-04-13,42,44,6,22
