playlist_entry_id,user_id,playlist_name,track_id,platform,added_date,position,is_public
PLE_01539,USR_00127,Chill Itself,TRK_04269,YouTube Music,2025-05-11,75,True
PLE_01540,USR_00059,Party Method,TRK_00602,Amazon Music,2013-07-18,43,True
PLE_01541,USR_00096,Vibes Economy,TRK_05291,Spotify,2025-01-14,34,True
PLE_01542,USR_00360,Focus First,TRK_05422,YouTube Music,2026-04-27,51,False
PLE_01543,USR_00251,Mood Manager,TRK_00839,Spotify,2024-10-08,23,True
PLE_01544,USR_00053,Study Beat,TRK_03650,YouTube Music,2024-09-22,32,True
PLE_01545,USR_00369,Mood Special,TRK_00315,Apple Music,2024-10-26,43,True
PLE_01546,USR_00144,Sleep Really,TRK_00011,YouTube Music,2024-06-04,49,True
PLE_01547,USR_00214,Mood Significant,TRK_03912,Spotify,2025-05-21,14,False
PLE_01548,USR_00201,Vibes Party,TRK_00334,Apple Music,2026-01-14,48,True
PLE_01549,USR_00102,Party Claim,TRK_02419,Spotify,2026-01-08,94,False
PLE_01550,USR_00127,Mood Need,TRK_03868,Spotify,2004-03-09,87,True
PLE_01551,USR_00413,Party Rich,TRK_03917,Amazon Music,2024-07-27,50,True
PLE_01552,USR_00285,Focus Door,TRK_01412,YouTube Music,2024-07-17,30,False
PLE_01553,USR_00121,Party Claim,TRK_01644,Spotify,2025-06-14,89,False
PLE_01554,USR_00249,Vibes President,TRK_00531,YouTube Music,2025-11-18,94,True
PLE_01555,USR_00420,Mood Along,TRK_02107,Tidal,2026-02-25,78,True
PLE_01556,USR_00149,Chill Explain,TRK_01715,Apple Music,2024-12-22,15,True
PLE_01557,USR_00041,Chill Campaign,TRK_05981,Spotify,2026-04-21,68,False
PLE_01558,USR_00329,Focus Science,TRK_01931,Spotify,2025-10-27,77,True
PLE_01559,USR_00124,Sleep Boy,TRK_01033,Amazon Music,2026-04-27,18,True
PLE_01560,USR_00073,Workout My,TRK_04525,Apple Music,2024-03-12,12,True
PLE_01561,USR_00243,Study Live,TRK_02856,Amazon Music,2020-09-25,86,True
PLE_01562,USR_00308,Focus Free,TRK_02156,Amazon Music,2024-10-29,66,False
PLE_01563,USR_00056,Party Capital,TRK_03162,Amazon Music,2026-04-27,28,True
PLE_01564,USR_00111,Vibes Rich,TRK_01876,YouTube Music,2025-06-13,58,False
PLE_01565,USR_00258,Focus Cost,TRK_03636,YouTube Music,2026-04-02,89,False
PLE_01566,USR_00243,Chill Itself,TRK_03711,Amazon Music,2026-04-18,83,True
PLE_01567,USR_00240,Study Now,TRK_00447,Spotify,2025-10-31,65,True
PLE_01568,USR_00458,Party Bar,TRK_03783,Amazon Music,2017-09-18,9,True
PLE_01569,USR_00452,Focus Small,TRK_00867,Apple Music,2026-04-27,73,True
PLE_01570,USR_00027,Focus Whom,TRK_05691,YouTube Music,2025-10-13,22,True
PLE_01571,USR_00014,Workout My,TRK_01837,Amazon Music,2025-05-12,23,True
PLE_01572,USR_00217,Party Difference,TRK_04971,YouTube Music,2025-06-25,44,True
PLE_01573,USR_00406,Sleep Including,TRK_05387,Amazon Music,2025-04-22,72,True
PLE_01574,USR_00341,Mood About,TRK_04372,Amazon Music,2011-07-19,65,False
PLE_01575,USR_00396,Focus Performance,TRK_05637,Spotify,2025-12-20,10,False
PLE_01576,USR_00420,Workout Effort,TRK_02657,Spotify,2025-01-13,73,False
PLE_01577,USR_00441,Sleep Boy,TRK_01560,Spotify,2026-01-30,17,False
PLE_01578,USR_00135,Workout Where,TRK_01054,Spotify,2026-04-27,89,True
PLE_01579,USR_00051,Party Article,TRK_03280,Spotify,2023-08-05,76,True
PLE_01580,USR_00403,Focus Western,TRK_01772,Spotify,2025-03-26,75,False
PLE_01581,USR_00183,Party Article,TRK_03449,Amazon Music,2025-03-18,90,True
PLE_01582,USR_00010,Study Ground,TRK_04625,Spotify,2026-04-06,88,False
PLE_01583,USR_00417,Chill Film,TRK_02870,Apple Music,2026-04-01,82,True
PLE_01584,USR_00187,Focus Small,TRK_03590,Spotify,2025-10-01,8,True
PLE_01585,USR_00408,Chill Off,TRK_00272,Spotify,2018-06-08,99,True
PLE_01586,USR_00313,Sleep Approach,TRK_03927,YouTube Music,2026-04-27,39,True
PLE_01587,USR_00318,Chill Special,TRK_02400,Spotify,2026-04-14,62,True
PLE_01588,USR_00478,Mood About,TRK_05320,Amazon Music,2026-04-09,8,True
PLE_01589,USR_00112,Workout Arrive,TRK_01473,Apple Music,2026-04-18,15,True
PLE_01590,USR_00004,Workout Skin,TRK_04728,Spotify,2026-04-27,26,True
PLE_01591,USR_00214,Party Gun,TRK_05933,Amazon Music,2026-04-20,66,True
PLE_01592,USR_00351,Mood Special,TRK_04068,Apple Music,2024-03-09,74,False
PLE_01593,USR_00317,Party Maybe,TRK_01540,Spotify,2025-11-11,51,True
PLE_01594,USR_00119,Party Movement,TRK_04380,Apple Music,2019-11-04,9,True
PLE_01595,USR_00299,Sleep Themselves,TRK_03507,Spotify,2015-10-18,65,True
PLE_01596,USR_00322,Party Music,TRK_05380,Apple Music,2025-08-11,99,False
PLE_01597,USR_00321,Study Land,TRK_03616,Spotify,2026-04-11,16,False
PLE_01598,USR_00355,Focus Figure,TRK_05509,YouTube Music,2026-02-15,36,True
PLE_01599,USR_00232,Focus Yeah,TRK_03210,Spotify,2025-05-12,12,True
PLE_01600,USR_00149,Study Four,TRK_04457,Apple Music,2016-06-24,100,True
PLE_01601,USR_00478,Chill This,TRK_02959,YouTube Music,2025-10-24,51,True
PLE_01602,USR_00151,Study Nation,TRK_02600,Spotify,2021-08-31,63,True
PLE_01603,USR_00467,Mood Significant,TRK_04254,Apple Music,2026-04-27,7,True
PLE_01604,USR_00415,Vibes Four,TRK_00351,Spotify,2026-04-27,25,True
PLE_01605,USR_00296,Party Establish,TRK_04237,Apple Music,2024-05-03,87,True
PLE_01606,USR_00454,Focus Science,TRK_05635,YouTube Music,2025-09-03,32,True
PLE_01607,USR_00029,Workout Where,TRK_00387,Apple Music,2024-08-22,42,True
PLE_01608,USR_00302,Vibes Then,TRK_01767,Amazon Music,2016-05-04,14,True
PLE_01609,USR_00243,Workout Skin,TRK_01558,Amazon Music,2026-04-23,59,True
PLE_01610,USR_00298,Party Today,TRK_01193,Apple Music,2026-04-22,51,True
PLE_01611,USR_00342,Party Firm,TRK_03205,Apple Music,2025-07-05,94,True
PLE_01612,USR_00342,Study Land,TRK_00764,YouTube Music,2026-04-27,95,True
PLE_01613,USR_00324,Sleep Wait,TRK_01681,Spotify,2018-11-26,4,True
PLE_01614,USR_00015,Vibes Other,TRK_01745,Apple Music,2024-03-03,18,True
PLE_01615,USR_00420,Focus Church,TRK_01715,Apple Music,2025-05-17,89,True
PLE_01616,USR_00179,Vibes Apply,TRK_04548,Spotify,2026-04-27,72,True
PLE_01617,USR_00396,Focus Small,TRK_05340,Spotify,2026-04-27,33,False
PLE_01618,USR_00024,Party Today,TRK_02427,Apple Music,2024-09-01,75,True
PLE_01619,USR_00250,Chill Growth,TRK_00531,Apple Music,2026-02-11,82,False
PLE_01620,USR_00063,Focus Performance,TRK_01121,Spotify,2025-03-18,3,False
PLE_01621,USR_00261,Mood Land,TRK_05191,Spotify,2024-10-05,35,True
PLE_01622,USR_00190,Workout Federal,TRK_03452,YouTube Music,2008-10-03,42,True
PLE_01623,USR_00389,Mood Along,TRK_00625,Amazon Music,2025-05-23,53,True
PLE_01624,USR_00015,Sleep Forget,TRK_01288,Spotify,2025-06-03,11,True
PLE_01625,USR_00204,Focus Performance,TRK_02823,Spotify,2024-06-30,62,True
PLE_01626,USR_00066,Chill Special,TRK_00754,Amazon Music,2026-04-27,40,False
PLE_01627,USR_00352,Vibes President,TRK_02022,Spotify,2025-07-22,94,True
PLE_01628,USR_00080,Study Ground,TRK_00362,Spotify,2025-06-13,87,True
PLE_01629,USR_00326,Chill Explain,TRK_03472,Spotify,2026-04-27,38,True
PLE_01630,USR_00408,Vibes City,TRK_03763,Apple Music,2020-05-14,16,True
PLE_01631,USR_00296,Mood We,TRK_03783,Spotify,2023-07-23,50,True
PLE_01632,USR_00117,Vibes City,TRK_05400,Apple Music,2024-07-07,97,True
PLE_01633,USR_00129,Vibes Rich,TRK_03934,Apple Music,2023-04-24,65,True
PLE_01634,USR_00016,Study Beat,TRK_02238,YouTube Music,2020-07-13,95,False
PLE_01635,USR_00361,Party Often,TRK_02078,Spotify,2026-04-27,4,False
PLE_01636,USR_00099,Workout Dream,TRK_03611,Spotify,2026-04-22,96,True
PLE_01637,USR_00200,Party Notice,TRK_01624,Spotify,2018-01-16,62,True
PLE_01638,USR_00252,Focus Western,TRK_04202,Spotify,2026-04-27,61,True
PLE_01639,USR_00373,Study Few,TRK_01463,Apple Music,2025-01-18,99,True
PLE_01640,USR_00096,Sleep Reduce,TRK_05598,Apple Music,2024-08-26,76,True
PLE_01641,USR_00471,Party Maybe,TRK_01866,Apple Music,2026-04-12,37,True
PLE_01642,USR_00178,Workout Money,TRK_02855,Amazon Music,2025-04-23,97,True
PLE_01643,USR_00416,Party Model,TRK_05298,Spotify,2023-12-31,39,True
PLE_01644,USR_00314,Mood Road,TRK_05639,Spotify,2026-02-17,12,False
PLE_01645,USR_00092,Workout Skin,TRK_00165,Tidal,2026-04-27,9,True
PLE_01646,USR_00492,Sleep Including,TRK_05023,YouTube Music,2022-05-16,99,False
PLE_01647,USR_00030,Workout Thank,TRK_02704,Apple Music,2026-04-01,43,True
PLE_01648,USR_00178,Study Area,TRK_02797,Apple Music,2020-02-01,41,False
PLE_01649,USR_00310,Party Today,TRK_02780,Spotify,2022-03-03,96,True
PLE_01650,USR_00191,Mood Road,TRK_03351,Apple Music,2023-11-06,84,False
PLE_01651,USR_00003,Study Now,TRK_05946,YouTube Music,2025-06-10,31,True
PLE_01652,USR_00488,Chill This,TRK_05394,Spotify,2026-02-26,68,False
PLE_01653,USR_00476,Mood Manager,TRK_03433,Amazon Music,2023-05-14,100,True
PLE_01654,USR_00248,Mood Need,TRK_03232,Apple Music,2025-08-30,88,True
PLE_01655,USR_00041,Vibes Economy,TRK_04412,Apple Music,2026-04-12,57,False
PLE_01656,USR_00497,Party Young,TRK_05668,Spotify,2021-02-03,72,True
PLE_01657,USR_00439,Focus Seek,TRK_00632,Apple Music,2026-04-18,25,True
PLE_01658,USR_00087,Focus Sound,TRK_04704,Amazon Music,2026-04-27,64,False
PLE_01659,USR_00013,Focus Born,TRK_04298,Spotify,2026-04-27,27,True
PLE_01660,USR_00439,Party Rich,TRK_03531,YouTube Music,2026-04-22,3,False
PLE_01661,USR_00182,Chill Itself,TRK_00403,Apple Music,2025-08-27,89,True
PLE_01662,USR_00263,Focus Sound,TRK_02484,Spotify,2025-12-24,97,False
PLE_01663,USR_00227,Vibes Light,TRK_03082,Apple Music,2026-04-04,93,False
PLE_01664,USR_00136,Study Boy,TRK_02256,YouTube Music,2024-04-01,79,True
PLE_01665,USR_00388,Workout Suddenly,TRK_00460,YouTube Music,2013-09-22,2,True
PLE_01666,USR_00420,Vibes Economy,TRK_00531,YouTube Music,2026-01-24,2,True
PLE_01667,USR_00367,Sleep Themselves,TRK_03340,Tidal,2021-10-17,20,True
PLE_01668,USR_00051,Chill Buy,TRK_01808,Apple Music,2026-04-20,31,True
PLE_01669,USR_00055,Focus Science,TRK_01787,Amazon Music,2023-12-11,44,True
PLE_01670,USR_00101,Party Respond,TRK_01706,YouTube Music,2025-09-10,79,True
PLE_01671,USR_00032,Mood If,TRK_05087,Spotify,2025-07-26,6,True
PLE_01672,USR_00220,Vibes President,TRK_01224,Amazon Music,2024-07-18,94,True
PLE_01673,USR_00215,Party Movement,TRK_05923,Apple Music,2026-04-04,67,True
PLE_01674,USR_00057,Party Establish,TRK_05325,Spotify,2026-04-01,64,True
PLE_01675,USR_00345,Workout Mrs,TRK_02470,Amazon Music,2023-01-24,94,True
PLE_01676,USR_00348,Workout Effort,TRK_05394,Amazon Music,2024-01-06,48,False
PLE_01677,USR_00317,Party Realize,TRK_03673,Tidal,2024-10-14,71,False
PLE_01678,USR_00353,Vibes Rich,TRK_04909,YouTube Music,2026-04-27,91,True
PLE_01679,USR_00396,Focus Performance,TRK_00851,Spotify,2025-04-01,40,False
PLE_01680,USR_00285,Sleep Forget,TRK_03779,Spotify,2012-01-29,87,True
PLE_01681,USR_00115,Party Respond,TRK_01316,Spotify,2013-03-08,7,False
PLE_01682,USR_00197,Focus Western,TRK_01295,Spotify,2026-04-27,6,False
PLE_01683,USR_00445,Party To,TRK_05013,Amazon Music,2026-04-27,42,False
PLE_01684,USR_00348,Chill Small,TRK_03392,Spotify,2021-10-25,100,True
PLE_01685,USR_00265,Vibes Usually,TRK_00042,Spotify,2021-08-04,80,True
PLE_01686,USR_00482,Sleep Approach,TRK_01161,Spotify,2025-06-06,32,True
PLE_01687,USR_00128,Mood Home,TRK_05057,YouTube Music,2025-03-14,11,False
PLE_01688,USR_00365,Vibes Attorney,TRK_04099,Amazon Music,2026-04-27,80,False
PLE_01689,USR_00182,Sleep Wait,TRK_02144,Spotify,2026-01-31,14,False
PLE_01690,USR_00006,Party Ten,TRK_00652,Amazon Music,2026-04-27,29,False
PLE_01691,USR_00103,Mood About,TRK_03329,Amazon Music,2012-12-23,65,False
PLE_01692,USR_00011,Vibes President,TRK_00129,Spotify,2023-06-23,99,True
PLE_01693,USR_00332,Chill Small,TRK_00996,Amazon Music,2025-10-02,59,True
PLE_01694,USR_00439,Chill Health,TRK_01030,Spotify,2020-06-08,41,True
PLE_01695,USR_00463,Vibes Then,TRK_01872,YouTube Music,2018-08-15,15,True
PLE_01696,USR_00463,Sleep Capital,TRK_05817,Apple Music,2024-10-23,72,True
PLE_01697,USR_00149,Mood Along,TRK_03333,YouTube Music,2025-07-04,39,True
PLE_01698,USR_00471,Party Oil,TRK_00902,Spotify,2025-07-26,66,True
PLE_01699,USR_00339,Mood Want,TRK_02320,Apple Music,2020-09-30,50,False
PLE_01700,USR_00367,Mood College,TRK_03516,Spotify,2025-03-18,32,True
PLE_01701,USR_00074,Vibes Other,TRK_02059,Amazon Music,2025-08-30,69,True
PLE_01702,USR_00483,Party Meeting,TRK_04419,Amazon Music,2026-01-10,97,False
PLE_01703,USR_00485,Workout Attorney,TRK_05925,Amazon Music,2025-12-03,89,True
PLE_01704,USR_00021,Focus Western,TRK_00308,YouTube Music,2021-07-01,90,True
PLE_01705,USR_00402,Party Call,TRK_02124,YouTube Music,2026-04-26,75,True
PLE_01706,USR_00076,Sleep Reduce,TRK_03837,Spotify,2025-11-08,45,True
PLE_01707,USR_00280,Focus Born,TRK_01449,Spotify,2023-11-08,79,False
PLE_01708,USR_00475,Chill Should,TRK_02666,Apple Music,2025-12-01,30,False
PLE_01709,USR_00474,Focus Keep,TRK_02458,YouTube Music,2024-05-12,71,True
PLE_01710,USR_00268,Chill Central,TRK_00364,Spotify,2025-10-16,10,True
PLE_01711,USR_00445,Party Leader,TRK_00457,Spotify,2026-04-27,5,True
PLE_01712,USR_00087,Sleep Including,TRK_03844,Spotify,2012-01-18,14,True
PLE_01713,USR_00403,Party Often,TRK_02156,Apple Music,2024-07-19,99,False
PLE_01714,USR_00160,Study Now,TRK_03199,Spotify,2026-02-26,37,True
PLE_01715,USR_00391,Mood Girl,TRK_05452,Amazon Music,2020-12-01,53,True
PLE_01716,USR_00066,Study Beat,TRK_03093,Apple Music,2025-11-07,44,True
PLE_01717,USR_00192,Sleep Wait,TRK_03431,Apple Music,2025-10-21,94,True
PLE_01718,USR_00111,Party Interview,TRK_04020,Apple Music,2022-12-29,90,False
PLE_01719,USR_00055,Sleep Whom,TRK_04907,Spotify,2026-04-27,11,True
PLE_01720,USR_00310,Study You,TRK_02873,Spotify,2025-07-02,17,True
PLE_01721,USR_00137,Mood Brother,TRK_00368,YouTube Music,2026-04-27,1,True
PLE_01722,USR_00084,Mood Brother,TRK_03281,Apple Music,2018-08-01,16,False
PLE_01723,USR_00425,Chill Career,TRK_04099,Apple Music,2026-04-27,94,True
PLE_01724,USR_00343,Mood Consider,TRK_04523,YouTube Music,2025-03-23,14,True
PLE_01725,USR_00103,Party Any,TRK_01721,YouTube Music,2023-02-07,2,True
PLE_01726,USR_00418,Focus On,TRK_00470,Apple Music,2026-04-27,99,True
PLE_01727,USR_00052,Chill Health,TRK_05632,Amazon Music,2026-04-27,40,True
PLE_01728,USR_00233,Party To,TRK_04654,Spotify,2023-05-18,33,True
PLE_01729,USR_00162,Workout My,TRK_02198,Spotify,2025-08-01,97,True
PLE_01730,USR_00414,Party To,TRK_02851,YouTube Music,2025-10-28,47,False
PLE_01731,USR_00076,Vibes Major,TRK_04970,Amazon Music,2026-04-27,9,False
PLE_01732,USR_00444,Vibes Little,TRK_03172,YouTube Music,2025-08-06,42,True
PLE_01733,USR_00289,Sleep Box,TRK_04784,Spotify,2024-04-22,23,True
PLE_01734,USR_00149,Vibes Party,TRK_04172,Spotify,2022-11-04,52,False
PLE_01735,USR_00369,Party Any,TRK_02748,YouTube Music,2023-10-10,71,False
PLE_01736,USR_00367,Chill Health,TRK_01652,Spotify,2021-09-10,76,True
PLE_01737,USR_00107,Workout Money,TRK_01122,Apple Music,2026-04-27,67,True
PLE_01738,USR_00339,Focus Free,TRK_04940,Apple Music,2025-08-30,7,False
PLE_01739,USR_00312,Focus Man,TRK_04165,YouTube Music,2025-08-02,84,True
PLE_01740,USR_00351,Sleep Interesting,TRK_00940,Apple Music,2025-12-09,100,True
PLE_01741,USR_00194,Chill Plan,TRK_00936,YouTube Music,2025-11-23,74,True
PLE_01742,USR_00320,Mood Interesting,TRK_05330,Spotify,2024-07-15,35,False
PLE_01743,USR_00292,Vibes Consider,TRK_00764,Amazon Music,2026-04-27,40,True
PLE_01744,USR_00059,Focus Free,TRK_01319,YouTube Music,2025-12-05,20,True
PLE_01745,USR_00488,Focus Performance,TRK_04369,Tidal,2026-01-24,14,True
PLE_01746,USR_00408,Workout Thank,TRK_01179,Amazon Music,2025-06-18,32,False
PLE_01747,USR_00307,Sleep Forget,TRK_05711,Tidal,2025-07-17,71,True
PLE_01748,USR_00219,Party Realize,TRK_01800,Spotify,2024-09-20,68,True
PLE_01749,USR_00377,Study Now,TRK_01206,Amazon Music,2026-02-12,16,True
PLE_01750,USR_00412,Vibes Little,TRK_04170,Amazon Music,2020-03-17,24,False
PLE_01751,USR_00308,Party Capital,TRK_05553,Apple Music,2026-04-27,33,False
PLE_01752,USR_00017,Party Meeting,TRK_05509,Apple Music,2025-11-16,54,True
PLE_01753,USR_00212,Mood Consider,TRK_01609,Tidal,2025-11-21,39,True
PLE_01754,USR_00385,Sleep Wait,TRK_01534,YouTube Music,2025-09-20,49,True
PLE_01755,USR_00332,Workout Teach,TRK_01571,YouTube Music,2025-10-09,92,False
PLE_01756,USR_00316,Study Morning,TRK_02499,Amazon Music,2022-10-31,82,False
PLE_01757,USR_00443,Mood Road,TRK_02188,YouTube Music,2025-05-25,30,False
PLE_01758,USR_00405,Workout Final,TRK_04698,Apple Music,2026-04-27,12,True
PLE_01759,USR_00237,Mood College,TRK_00549,Apple Music,2026-03-28,5,False
PLE_01760,USR_00142,Party Leader,TRK_04119,Spotify,2017-05-25,34,True
PLE_01761,USR_00206,Sleep Really,TRK_05884,Apple Music,2023-04-13,69,True
PLE_01762,USR_00073,Chill Read,TRK_03535,Apple Music,2026-04-27,40,False
PLE_01763,USR_00373,Focus Appear,TRK_00398,Apple Music,2023-07-19,95,True
PLE_01764,USR_00293,Sleep Reduce,TRK_05193,YouTube Music,2025-02-23,90,True
PLE_01765,USR_00253,Focus Keep,TRK_04011,Apple Music,2026-03-28,29,True
PLE_01766,USR_00487,Chill Buy,TRK_00376,Apple Music,2026-04-27,15,True
PLE_01767,USR_00367,Mood Certainly,TRK_00621,Amazon Music,2025-12-17,57,True
PLE_01768,USR_00212,Party Minute,TRK_00231,Apple Music,2018-11-16,87,True
PLE_01769,USR_00053,Party Base,TRK_05921,Amazon Music,2025-04-22,25,True
PLE_01770,USR_00489,Workout Arrive,TRK_00142,Amazon Music,2024-08-16,4,True
PLE_01771,USR_00248,Vibes Expect,TRK_05810,Spotify,2026-04-27,91,True
PLE_01772,USR_00483,Party Nothing,TRK_04654,Apple Music,2026-04-03,16,True
PLE_01773,USR_00104,Vibes Light,TRK_04951,Tidal,2025-08-28,81,False
PLE_01774,USR_00452,Mood International,TRK_00193,Tidal,2026-01-02,31,True
PLE_01775,USR_00425,Party Difference,TRK_04717,YouTube Music,2024-06-23,66,False
PLE_01776,USR_00001,Study Boy,TRK_01295,Spotify,2026-04-27,13,True
PLE_01777,USR_00313,Party Movement,TRK_00531,Spotify,2025-10-10,91,False
PLE_01778,USR_00237,Workout Thank,TRK_03597,Apple Music,2026-03-30,69,False
PLE_01779,USR_00095,Chill Film,TRK_01536,Amazon Music,2024-10-11,4,True
PLE_01780,USR_00051,Chill This,TRK_05445,YouTube Music,2025-07-01,70,True
PLE_01781,USR_00171,Mood Want,TRK_05348,YouTube Music,2026-04-27,54,True
PLE_01782,USR_00015,Sleep Approach,TRK_00347,Tidal,2025-02-07,51,True
PLE_01783,USR_00004,Focus Blood,TRK_02297,Apple Music,2026-04-27,42,True
PLE_01784,USR_00244,Mood College,TRK_03806,Apple Music,2025-02-11,61,True
PLE_01785,USR_00204,Sleep Forget,TRK_05747,Apple Music,2025-11-06,84,True
PLE_01786,USR_00274,Party Nothing,TRK_05737,Amazon Music,2024-12-01,10,False
PLE_01787,USR_00066,Party Small,TRK_02094,Apple Music,2026-04-27,76,False
PLE_01788,USR_00354,Study Few,TRK_02493,YouTube Music,2026-04-20,55,True
PLE_01789,USR_00492,Sleep Carry,TRK_00440,Spotify,2023-03-23,48,False
PLE_01790,USR_00235,Focus Attention,TRK_01923,Tidal,2026-04-27,91,True
PLE_01791,USR_00483,Mood In,TRK_02666,Spotify,2026-02-06,42,True
PLE_01792,USR_00467,Chill Plan,TRK_01813,Spotify,2025-01-16,55,True
PLE_01793,USR_00459,Focus Science,TRK_05982,Spotify,2024-08-21,12,True
PLE_01794,USR_00494,Vibes Consider,TRK_01245,YouTube Music,2016-08-09,41,False
PLE_01795,USR_00493,Chill Health,TRK_01834,YouTube Music,2020-02-11,99,True
PLE_01796,USR_00404,Vibes Might,TRK_04034,Spotify,2025-04-07,73,True
PLE_01797,USR_00316,Mood Significant,TRK_02719,Amazon Music,2022-12-31,2,False
PLE_01798,USR_00258,Sleep Themselves,TRK_02852,Amazon Music,2023-03-01,52,True
PLE_01799,USR_00391,Party Maybe,TRK_00075,Spotify,2025-04-17,64,True
PLE_01800,USR_00139,Mood Know,TRK_04314,Tidal,2025-01-25,6,False
PLE_01801,USR_00022,Mood Seek,TRK_03452,YouTube Music,2015-06-15,71,False
PLE_01802,USR_00036,Workout Federal,TRK_00557,YouTube Music,2025-08-14,10,True
PLE_01803,USR_00327,Study Ground,TRK_02961,YouTube Music,2026-04-27,7,False
PLE_01804,USR_00260,Workout Effort,TRK_01338,YouTube Music,2022-08-15,79,True
PLE_01805,USR_00129,Workout Dream,TRK_03082,YouTube Music,2026-04-22,49,False
PLE_01806,USR_00149,Focus Suddenly,TRK_05084,Spotify,2026-04-17,20,False
PLE_01807,USR_00078,Party Argue,TRK_05668,Spotify,2017-10-18,26,True
PLE_01808,USR_00139,Workout He,TRK_03903,Spotify,2026-03-08,32,True
PLE_01809,USR_00102,Party Nothing,TRK_00484,Tidal,2025-01-29,72,False
PLE_01810,USR_00083,Workout Final,TRK_05491,Amazon Music,2021-11-09,60,True
PLE_01811,USR_00057,Chill Film,TRK_00772,Spotify,2026-04-27,50,True
PLE_01812,USR_00328,Mood Consider,TRK_04328,Amazon Music,2022-08-20,62,False
PLE_01813,USR_00165,Party Minute,TRK_02254,YouTube Music,2022-11-27,37,True
PLE_01814,USR_00222,Party Notice,TRK_02315,Apple Music,2024-01-30,58,True
PLE_01815,USR_00249,Focus Science,TRK_02637,Amazon Music,2024-04-14,19,False
PLE_01816,USR_00329,Party Article,TRK_01737,Apple Music,2026-03-29,29,False
PLE_01817,USR_00175,Party Really,TRK_01983,Apple Music,2025-05-28,88,True
PLE_01818,USR_00013,Party To,TRK_02993,YouTube Music,2025-01-12,66,False
PLE_01819,USR_00242,Sleep Both,TRK_02568,Tidal,2026-04-10,31,True
PLE_01820,USR_00497,Workout Where,TRK_02633,Apple Music,2024-08-18,8,False
PLE_01821,USR_00324,Study Analysis,TRK_05072,Apple Music,2026-04-25,92,False
PLE_01822,USR_00320,Focus Born,TRK_00245,Apple Music,2024-08-30,64,True
PLE_01823,USR_00092,Workout Suddenly,TRK_01467,Apple Music,2025-10-02,43,True
PLE_01824,USR_00118,Chill Central,TRK_04269,Spotify,2025-08-29,41,False
PLE_01825,USR_00040,Mood Home,TRK_02597,Spotify,2026-04-25,8,True
PLE_01826,USR_00161,Focus Cost,TRK_02340,Apple Music,2025-09-16,13,False
PLE_01827,USR_00085,Party Realize,TRK_00885,Amazon Music,2025-01-19,20,True
PLE_01828,USR_00262,Sleep Century,TRK_01182,Apple Music,2018-07-01,30,True
PLE_01829,USR_00316,Mood Land,TRK_04379,YouTube Music,2026-04-27,50,True
PLE_01830,USR_00370,Sleep Whom,TRK_02013,Amazon Music,2024-08-31,70,True
PLE_01831,USR_00195,Vibes Light,TRK_05377,Spotify,2025-11-25,60,True
PLE_01832,USR_00099,Focus Sound,TRK_00457,Spotify,2026-04-27,65,True
PLE_01833,USR_00206,Vibes Practice,TRK_02152,Apple Music,2026-04-27,37,True
PLE_01834,USR_00427,Study Now,TRK_03762,Spotify,2026-04-27,60,True
PLE_01835,USR_00071,Chill Film,TRK_03227,Apple Music,2026-03-17,79,False
PLE_01836,USR_00461,Sleep Boy,TRK_02850,Spotify,2012-11-21,64,True
PLE_01837,USR_00131,Sleep Carry,TRK_02549,YouTube Music,2026-02-16,91,True
PLE_01838,USR_00487,Vibes Four,TRK_00052,YouTube Music,2026-04-11,55,False
PLE_01839,USR_00014,Chill Plan,TRK_03180,YouTube Music,2021-06-03,28,True
PLE_01840,USR_00005,Workout Teach,TRK_00412,Spotify,2023-04-11,54,False
PLE_01841,USR_00054,Mood Drug,TRK_02716,YouTube Music,2025-08-05,52,True
PLE_01842,USR_00351,Focus Production,TRK_02717,YouTube Music,2025-12-12,76,True
PLE_01843,USR_00091,Workout Federal,TRK_02160,Amazon Music,2026-02-23,92,False
PLE_01844,USR_00107,Sleep Boy,TRK_03129,Apple Music,2021-12-09,42,True
PLE_01845,USR_00126,Mood Road,TRK_04961,Spotify,2023-10-04,13,True
PLE_01846,USR_00092,Study Live,TRK_04867,Apple Music,2019-03-04,60,True
PLE_01847,USR_00167,Party Really,TRK_02439,YouTube Music,2024-04-30,46,False
PLE_01848,USR_00332,Vibes Reality,TRK_00264,YouTube Music,2015-08-18,3,True
PLE_01849,USR_00046,Party Method,TRK_01750,Amazon Music,2025-05-27,99,False
PLE_01850,USR_00152,Workout Attorney,TRK_01966,Spotify,2025-05-07,48,False
PLE_01851,USR_00306,Vibes Little,TRK_04814,Spotify,2020-05-17,60,False
PLE_01852,USR_00165,Workout Thank,TRK_01322,Amazon Music,2025-10-20,83,True
PLE_01853,USR_00423,Workout Skin,TRK_05839,Spotify,2026-03-20,89,False
PLE_01854,USR_00243,Focus Church,TRK_00885,Spotify,2025-06-01,19,True
PLE_01855,USR_00078,Party Often,TRK_03739,Spotify,2026-04-27,22,True
PLE_01856,USR_00361,Party Tv,TRK_00513,YouTube Music,2025-09-10,69,True
PLE_01857,USR_00109,Vibes Rich,TRK_04944,Apple Music,2022-08-06,55,True
PLE_01858,USR_00318,Party Rich,TRK_05810,Spotify,2026-04-27,99,True
PLE_01859,USR_00068,Vibes Four,TRK_01461,Spotify,2024-04-10,18,False
