track_id,tempo_bpm,energy,danceability,valence,acousticness,loudness_db,instrumentalness,speechiness,liveness,key,mode,time_signature
TRK_03487,117,0.431,0.615,0.913,0.593,-10.18,0.182,0.161,0.401,6,0,3
TRK_03488,124,0.511,0.644,0.73,0.213,-11.5,0.049,0.007,0.376,5,0,4
TRK_03489,117,0.753,0.766,0.788,0.352,-9.45,0.066,0.166,0.135,1,1,4
TRK_03490,114,0.286,0.845,0.18,0.652,-10.7,0.035,0.334,0.05,10,1,4
TRK_03491,122,0.635,0.565,0.168,0.77,-8.35,0.049,0.264,0.011,5,1,4
TRK_03492,119,0.683,0.554,0.82,0.092,-5.58,0.11,0.06,0.013,0,0,4
TRK_03493,141,0.165,0.689,0.316,0.653,-12.5,0.115,0.069,0.006,6,1,4
TRK_03494,179,0.203,0.444,0.735,0.692,-5.54,0.083,0.024,0.042,11,1,6
TRK_03495,135,0.395,0.885,0.714,0.7,-5.62,0.283,0.141,0.071,5,0,4
TRK_03496,123,0.781,0.52,0.904,0.299,-9.31,0.004,0.074,0.161,4,1,6
TRK_03497,119,0.566,0.565,0.648,0.048,-6.27,0.047,0.015,0.367,11,1,4
TRK_03498,115,0.288,0.734,0.31,0.591,-11.89,0.05,0.001,0.028,1,1,4
TRK_03499,115,0.275,0.794,0.502,0.55,-3.69,0.238,0.236,0.18,4,0,4
TRK_03500,117,0.504,0.812,0.486,0.327,-8.94,0.021,0.033,0.02,9,1,4
TRK_03501,112,0.251,0.712,0.494,0.509,-14.01,0.031,0.129,0.089,2,1,4
TRK_03502,108,0.54,0.56,0.388,0.534,-13.52,0.282,0.267,0.105,7,0,4
TRK_03503,88,0.403,0.707,0.282,0.268,-13.87,0.018,0.141,0.099,8,0,4
TRK_03504,106,0.221,0.459,0.704,0.767,-7.13,0.158,0.041,0.101,11,1,4
TRK_03505,101,0.603,1.0,0.305,0.303,-11.49,0.008,0.376,0.176,0,0,3
TRK_03506,141,0.605,0.429,0.297,0.837,-4.03,0.112,0.35,0.409,5,0,4
TRK_03507,130,0.468,0.666,0.536,0.397,-10.07,0.217,0.252,0.031,3,1,4
TRK_03508,86,0.511,0.45,0.583,0.64,-10.06,0.092,0.038,0.068,10,1,4
TRK_03509,139,0.872,0.88,0.879,0.017,-7.21,0.017,0.027,0.042,2,1,4
TRK_03510,140,0.115,0.678,0.777,0.423,-6.8,0.071,0.014,0.072,8,1,4
TRK_03511,137,0.701,0.628,0.114,0.448,-9.94,0.161,0.174,0.098,9,1,4
TRK_03512,96,0.268,0.472,0.322,0.698,-6.93,0.103,0.024,0.135,0,1,4
TRK_03513,92,0.313,0.702,0.638,0.669,-6.7,0.228,0.12,0.296,2,1,4
TRK_03514,123,0.756,0.706,0.554,0.21,-9.56,0.033,0.059,0.181,1,1,4
TRK_03515,93,0.273,0.854,0.491,0.796,-10.7,0.14,0.472,0.496,11,0,3
TRK_03516,176,0.641,0.62,0.288,0.578,-4.42,0.231,0.05,0.079,4,0,4
TRK_03517,117,0.593,0.534,0.175,0.46,-14.62,0.014,0.128,0.215,0,1,3
TRK_03518,98,0.821,1.0,0.33,0.222,-5.45,0.052,0.848,0.082,6,0,3
TRK_03519,111,0.559,0.919,0.6,0.569,-6.21,0.007,0.123,0.175,7,0,4
TRK_03520,102,0.601,0.482,0.137,0.382,-6.68,0.165,0.176,0.592,0,1,5
TRK_03521,125,0.645,0.748,0.588,0.712,-8.04,0.08,0.035,0.163,8,0,4
TRK_03522,97,0.708,0.683,0.447,0.652,-6.86,0.033,0.176,0.127,4,0,3
TRK_03523,108,0.315,0.692,0.657,0.475,-13.5,0.06,0.063,0.556,6,1,5
TRK_03524,124,0.738,1.0,0.703,0.284,-13.19,0.024,0.023,0.091,9,1,4
TRK_03525,104,0.888,0.613,0.862,0.55,-8.12,0.233,0.143,0.057,2,0,4
TRK_03526,65,0.357,0.549,0.675,0.553,-11.54,0.201,0.066,0.201,9,1,4
TRK_03527,88,0.415,0.335,0.789,0.65,-12.96,0.001,0.007,0.161,6,1,4
TRK_03528,105,0.75,0.541,0.807,0.567,-5.91,0.164,0.011,0.207,11,0,4
TRK_03529,103,0.415,0.519,0.455,0.275,-8.29,0.085,0.363,0.473,10,0,4
TRK_03530,113,0.547,0.643,0.402,0.516,-13.42,0.018,0.056,0.123,5,1,4
TRK_03531,109,0.52,0.703,0.396,0.53,-5.95,0.034,0.112,0.009,1,1,4
TRK_03532,108,0.433,0.281,0.706,0.925,-5.46,0.116,0.121,0.165,1,1,4
TRK_03533,102,0.651,0.607,0.48,0.258,-10.86,0.117,0.035,0.052,0,0,4
TRK_03534,84,0.78,0.821,0.805,0.016,-8.52,0.032,0.371,0.488,7,1,4
TRK_03535,162,0.924,0.545,0.263,0.38,-8.48,0.018,0.274,0.05,0,0,4
TRK_03536,106,0.9,0.704,0.327,0.265,-3.3,0.069,0.28,0.226,11,1,4
TRK_03537,108,0.241,0.457,0.438,0.447,-10.65,0.126,0.125,0.351,5,0,5
TRK_03538,143,0.928,0.922,0.519,0.021,-8.09,0.073,0.029,0.024,11,0,4
TRK_03539,126,0.462,0.768,0.127,0.452,-13.51,0.057,0.133,0.004,0,1,3
TRK_03540,95,0.262,0.477,0.872,0.463,-13.78,0.217,0.048,0.231,7,1,4
TRK_03541,128,0.548,0.836,0.22,0.386,-3.8,0.006,0.087,0.078,2,1,4
TRK_03542,143,0.919,0.768,0.572,0.766,-9.3,0.02,0.02,0.178,5,1,4
TRK_03543,90,0.163,0.554,0.719,0.909,-11.22,0.003,0.231,0.283,7,1,4
TRK_03544,118,0.541,0.909,0.795,0.467,-10.95,0.254,0.17,0.137,1,1,4
TRK_03545,111,0.472,0.681,0.45,0.39,-11.03,0.028,0.002,0.166,7,1,4
TRK_03546,120,0.41,0.671,0.315,0.369,-6.47,0.066,0.041,0.02,0,1,4
TRK_03547,104,0.108,0.284,0.042,0.714,-9.1,0.075,0.057,0.226,6,1,4
TRK_03548,111,0.445,0.767,0.272,0.199,-5.63,0.177,0.059,0.184,2,0,4
TRK_03549,86,0.312,0.616,0.48,0.953,-13.7,0.222,0.035,0.112,9,0,4
TRK_03550,127,0.918,0.523,0.927,0.912,-13.57,0.012,0.055,0.348,2,0,6
TRK_03551,152,0.577,0.469,0.46,0.931,-3.78,0.101,0.053,0.405,4,0,4
TRK_03552,46,0.645,0.525,0.618,0.953,-12.67,0.036,0.095,0.267,4,0,4
TRK_03553,146,0.497,0.63,0.173,0.767,-10.61,0.13,0.001,0.167,0,0,4
TRK_03554,94,0.53,0.773,0.092,0.419,-4.57,0.077,0.099,0.028,1,1,4
TRK_03555,97,0.5,1.0,0.276,0.287,-6.03,0.493,0.738,0.022,2,1,4
TRK_03556,169,0.665,0.527,0.231,0.738,-3.97,0.087,0.333,0.571,2,1,4
TRK_03557,138,0.416,0.98,0.521,0.405,-9.64,0.104,0.178,0.285,9,1,4
TRK_03558,78,0.868,0.658,0.481,0.3,-3.5,0.231,0.771,0.053,8,0,4
TRK_03559,154,0.902,0.389,0.59,0.344,-13.36,0.034,0.221,0.085,3,1,4
TRK_03560,91,0.858,1.0,0.543,0.025,-9.03,0.089,0.337,0.194,7,1,4
TRK_03561,110,0.423,0.298,0.722,0.346,-9.53,0.037,0.013,0.052,11,0,4
TRK_03562,117,0.703,0.49,0.741,0.278,-10.58,0.044,0.058,0.406,8,0,4
TRK_03563,121,0.203,0.532,0.605,0.155,-6.3,0.06,0.031,0.197,2,0,4
TRK_03564,98,0.648,0.759,0.2,0.472,-11.63,0.027,0.817,0.407,5,1,4
TRK_03565,171,0.883,0.371,0.619,0.844,-7.96,0.001,0.005,0.331,4,1,4
TRK_03566,124,0.871,0.583,0.259,0.531,-14.74,0.06,0.061,0.032,10,1,6
TRK_03567,87,0.504,0.67,0.902,0.782,-10.29,0.12,0.083,0.506,9,0,4
TRK_03568,102,0.951,0.937,0.652,0.196,-5.54,0.036,0.156,0.026,1,0,4
TRK_03569,110,0.753,0.665,0.569,0.012,-12.59,0.068,0.805,0.096,10,0,4
TRK_03570,102,0.437,0.688,0.452,0.134,-9.43,0.202,0.554,0.434,5,1,4
TRK_03571,98,0.126,0.786,0.77,0.379,-5.22,0.001,0.148,0.04,2,0,4
TRK_03572,168,0.767,0.514,0.447,0.782,-9.82,0.075,0.06,0.107,8,0,4
TRK_03573,91,0.693,0.474,0.627,0.746,-4.65,0.061,0.115,0.185,6,0,4
TRK_03574,76,0.939,0.679,0.618,0.127,-12.33,0.091,0.63,0.048,11,0,4
TRK_03575,120,0.662,0.709,0.495,0.328,-11.94,0.104,0.22,0.208,8,0,4
TRK_03576,133,0.943,1.0,0.521,0.27,-8.01,0.179,0.046,0.055,2,1,4
TRK_03577,118,0.677,0.795,0.672,0.539,-5.25,0.017,0.118,0.032,7,0,4
TRK_03578,96,0.753,0.906,0.47,0.168,-10.45,0.002,0.376,0.063,1,1,5
TRK_03579,105,0.523,0.917,0.874,0.55,-12.29,0.186,0.176,0.011,10,0,4
TRK_03580,100,0.824,0.657,0.725,0.651,-5.25,0.019,0.066,0.156,11,0,4
TRK_03581,125,0.254,0.638,0.161,0.358,-13.15,0.016,0.085,0.172,11,1,4
TRK_03582,126,0.731,0.286,0.245,0.812,-10.59,0.052,0.381,0.057,11,0,4
TRK_03583,96,0.908,0.975,0.328,0.555,-12.36,0.031,0.261,0.085,7,0,3
TRK_03584,76,0.083,0.525,0.429,0.789,-4.03,0.032,0.084,0.175,3,1,4
TRK_03585,79,0.797,0.747,0.386,0.435,-7.95,0.09,0.004,0.157,5,1,4
TRK_03586,128,0.512,0.814,0.937,0.744,-11.07,0.115,0.292,0.403,9,0,4
TRK_03587,55,0.104,0.494,0.349,0.769,-6.67,0.365,0.116,0.114,5,0,4
TRK_03588,130,0.78,0.584,0.598,0.079,-10.34,0.022,0.167,0.028,6,1,6
TRK_03589,146,0.512,0.418,0.507,0.775,-11.45,0.13,0.489,0.627,6,0,3
TRK_03590,93,0.092,0.715,0.451,0.446,-9.92,0.07,0.052,0.11,6,1,4
TRK_03591,114,0.678,0.274,0.782,0.848,-14.03,0.005,0.131,0.109,2,1,3
TRK_03592,166,0.501,0.561,0.374,0.867,-7.48,0.313,0.081,0.101,5,1,4
TRK_03593,140,0.812,0.576,0.617,0.593,-9.57,0.01,0.067,0.041,11,0,4
TRK_03594,104,0.697,0.57,0.422,0.408,-14.19,0.117,0.253,0.301,6,0,4
TRK_03595,105,0.732,0.477,0.798,0.557,-6.12,0.078,0.338,0.126,2,1,6
TRK_03596,105,0.637,0.578,0.569,0.865,-13.78,0.051,0.077,0.023,3,1,3
TRK_03597,111,0.373,0.793,0.192,0.132,-9.92,0.011,0.456,0.08,8,1,5
TRK_03598,113,0.442,0.799,0.25,0.903,-3.63,0.024,0.168,0.053,3,0,4
TRK_03599,93,0.864,0.889,0.372,0.101,-12.32,0.026,0.809,0.228,0,0,4
TRK_03600,131,0.419,0.719,0.602,0.917,-7.79,0.014,0.018,0.067,2,1,3
TRK_03601,91,0.356,0.382,0.194,0.795,-13.1,0.07,0.177,0.012,4,1,4
TRK_03602,141,0.216,0.584,0.192,0.243,-11.71,0.008,0.31,0.389,0,0,4
TRK_03603,134,0.508,0.468,0.764,0.255,-13.89,0.105,0.098,0.095,6,1,3
TRK_03604,101,0.354,0.51,0.512,0.659,-14.46,0.298,0.004,0.179,0,1,3
TRK_03605,105,0.776,0.364,0.353,0.678,-8.11,0.011,0.029,0.085,8,1,4
TRK_03606,116,0.82,0.782,0.343,0.378,-3.48,0.029,0.181,0.396,3,1,4
TRK_03607,101,0.657,0.906,0.468,0.405,-5.63,0.042,0.63,0.27,1,0,4
TRK_03608,104,0.108,0.692,0.554,0.241,-11.54,0.319,0.065,0.07,10,1,4
TRK_03609,142,0.824,0.914,0.689,0.476,-9.72,0.043,0.009,0.371,1,0,4
TRK_03610,98,0.288,0.844,0.464,0.394,-7.98,0.129,0.005,0.187,0,0,4
TRK_03611,96,0.96,0.849,0.359,0.018,-5.0,0.175,0.405,0.14,6,1,4
TRK_03612,138,0.106,0.565,0.455,0.348,-5.37,0.016,0.076,0.391,5,1,4
TRK_03613,94,0.25,0.631,0.669,0.588,-7.26,0.155,0.06,0.046,8,1,4
TRK_03614,105,0.375,0.62,0.49,0.586,-13.82,0.054,0.062,0.209,3,0,3
TRK_03615,141,0.345,0.387,0.425,0.986,-11.46,0.155,0.007,0.234,0,0,4
TRK_03616,57,0.132,0.389,0.437,0.724,-7.69,0.011,0.426,0.01,4,1,4
TRK_03617,138,0.297,0.843,0.412,0.182,-3.43,0.06,0.073,0.171,0,0,4
TRK_03618,105,0.793,0.905,0.633,0.179,-14.87,0.167,0.427,0.287,11,1,4
TRK_03619,137,0.746,0.8,0.602,0.485,-10.94,0.049,0.02,0.106,10,1,4
TRK_03620,142,0.725,0.365,0.418,0.538,-11.36,0.058,0.16,0.001,0,1,4
TRK_03621,82,0.302,0.578,0.269,0.234,-9.22,0.234,0.191,0.157,0,1,4
TRK_03622,98,0.472,0.85,0.407,0.581,-14.07,0.073,0.08,0.29,4,0,4
TRK_03623,113,0.288,0.54,0.539,0.943,-9.28,0.022,0.094,0.06,7,1,4
TRK_03624,62,0.259,0.493,0.661,0.844,-10.72,0.06,0.212,0.185,9,0,4
TRK_03625,121,0.841,0.715,0.815,0.258,-3.87,0.013,0.072,0.136,4,1,4
TRK_03626,147,0.117,1.0,0.617,0.571,-5.06,0.116,0.095,0.166,7,0,4
TRK_03627,142,0.592,0.258,0.61,0.768,-13.49,0.254,0.004,0.431,10,1,4
TRK_03628,97,0.291,1.0,0.694,0.834,-13.71,0.203,0.155,0.156,11,0,4
TRK_03629,88,0.236,0.453,0.478,0.756,-14.54,0.058,0.079,0.299,0,1,4
TRK_03630,114,0.76,0.705,0.341,0.076,-5.37,0.084,0.092,0.011,7,0,4
TRK_03631,130,0.735,0.714,0.407,0.101,-13.73,0.111,0.167,0.346,2,1,6
TRK_03632,101,0.198,0.722,0.395,0.38,-5.78,0.007,0.094,0.043,10,0,4
TRK_03633,119,0.532,0.874,0.154,0.561,-12.71,0.116,0.005,0.066,2,1,4
TRK_03634,127,0.798,0.793,0.626,0.011,-3.98,0.042,0.018,0.177,6,1,4
TRK_03635,116,0.918,0.879,0.886,0.28,-3.52,0.213,0.004,0.291,5,0,4
TRK_03636,117,0.08,0.215,0.528,0.623,-4.94,0.082,0.155,0.242,3,0,5
TRK_03637,134,0.913,0.778,0.859,0.243,-4.39,0.145,0.118,0.218,10,0,4
TRK_03638,89,0.089,0.82,0.89,0.869,-8.9,0.003,0.075,0.086,5,0,5
TRK_03639,148,0.939,0.48,0.335,0.419,-9.65,0.036,0.022,0.148,1,1,4
TRK_03640,139,0.53,0.83,0.261,0.315,-10.83,0.135,0.006,0.067,7,1,4
TRK_03641,190,0.968,0.469,0.841,0.679,-4.26,0.025,0.041,0.114,4,1,4
TRK_03642,157,0.517,0.369,0.071,0.3,-7.52,0.003,0.036,0.167,3,0,6
TRK_03643,103,0.642,0.733,0.562,0.792,-4.67,0.043,0.008,0.237,8,1,4
TRK_03644,78,0.105,0.0,0.751,0.702,-5.49,0.153,0.241,0.028,2,1,4
TRK_03645,85,0.76,0.587,0.789,0.353,-11.25,0.191,0.479,0.011,4,0,4
TRK_03646,127,0.508,0.488,0.243,0.928,-13.26,0.035,0.158,0.195,6,0,4
TRK_03647,143,0.612,0.484,0.313,0.291,-4.58,0.118,0.2,0.57,8,0,4
TRK_03648,132,0.946,0.872,0.598,0.827,-5.41,0.124,0.257,0.061,8,1,4
TRK_03649,109,0.809,0.242,0.643,0.644,-6.7,0.016,0.022,0.459,0,1,4
TRK_03650,112,0.858,0.641,0.513,0.366,-13.31,0.035,0.15,0.112,2,1,4
TRK_03651,149,0.598,0.556,0.81,0.682,-14.24,0.231,0.049,0.008,5,0,4
TRK_03652,126,0.829,0.544,0.345,0.299,-3.63,0.41,0.126,0.2,2,0,4
TRK_03653,104,0.224,0.62,0.72,0.154,-9.42,0.377,0.15,0.176,5,0,4
TRK_03654,118,0.579,0.816,0.838,0.465,-12.25,0.186,0.144,0.195,8,1,4
TRK_03655,134,0.583,0.923,0.236,0.374,-8.98,0.085,0.239,0.355,1,1,4
TRK_03656,122,0.713,0.649,0.707,0.55,-3.55,0.035,0.027,0.099,5,0,4
TRK_03657,98,0.733,0.569,0.12,0.312,-4.71,0.022,0.025,0.036,1,0,4
TRK_03658,94,0.856,0.877,0.363,0.111,-5.16,0.135,0.818,0.041,5,0,4
TRK_03659,144,0.479,0.517,0.419,0.63,-14.74,0.24,0.167,0.076,4,1,4
TRK_03660,102,0.914,0.323,0.56,0.439,-7.44,0.021,0.064,0.009,1,0,4
TRK_03661,116,0.697,0.646,0.31,0.276,-5.3,0.008,0.273,0.083,7,1,4
TRK_03662,73,0.456,0.663,0.622,0.078,-5.65,0.05,0.074,0.012,10,1,3
TRK_03663,115,0.604,0.547,0.712,0.522,-12.02,0.076,0.07,0.002,0,1,4
TRK_03664,114,0.662,0.663,0.513,0.7,-5.01,0.022,0.211,0.013,1,0,4
TRK_03665,95,0.742,0.696,0.143,0.121,-8.73,0.007,0.856,0.102,9,0,4
TRK_03666,87,0.53,0.877,0.714,0.15,-14.39,0.154,0.31,0.064,8,1,4
TRK_03667,130,0.901,0.564,0.548,0.095,-3.56,0.103,0.356,0.016,1,0,4
TRK_03668,116,0.865,0.893,0.546,0.107,-7.85,0.125,0.301,0.141,5,0,4
TRK_03669,145,0.927,0.363,0.402,0.215,-3.43,0.032,0.087,0.029,4,0,4
TRK_03670,145,0.497,0.673,0.458,0.844,-11.65,0.002,0.069,0.458,2,0,3
TRK_03671,111,0.516,0.941,0.435,0.627,-8.63,0.019,0.091,0.051,11,0,4
TRK_03672,140,0.818,0.611,0.195,0.305,-4.73,0.001,0.015,0.126,7,1,4
TRK_03673,96,0.593,0.662,0.854,0.585,-14.58,0.022,0.066,0.151,10,0,4
TRK_03674,105,0.736,0.422,0.357,0.576,-9.05,0.04,0.084,0.037,4,1,4
TRK_03675,93,0.429,0.733,0.284,0.342,-3.65,0.076,0.151,0.223,1,1,4
TRK_03676,67,0.648,0.629,0.735,0.86,-9.05,0.053,0.134,0.005,6,0,4
TRK_03677,97,0.79,1.0,0.191,0.246,-10.67,0.041,0.005,0.28,3,0,4
TRK_03678,96,0.769,0.821,0.364,0.13,-13.8,0.021,0.697,0.038,7,1,4
TRK_03679,115,0.132,0.813,0.733,0.703,-12.83,0.176,0.061,0.233,11,0,5
TRK_03680,119,0.832,0.622,0.426,0.002,-8.43,0.189,0.049,0.139,6,1,4
TRK_03681,58,0.306,0.683,0.507,0.775,-10.6,0.024,0.095,0.142,7,0,4
TRK_03682,114,0.826,0.761,0.539,0.091,-3.88,0.024,0.03,0.198,8,1,6
TRK_03683,139,0.879,0.695,0.534,0.116,-10.89,0.001,0.081,0.138,9,0,4
TRK_03684,73,0.67,0.725,0.369,0.031,-3.58,0.268,0.705,0.302,0,0,6
TRK_03685,127,0.637,0.597,0.299,0.459,-13.15,0.01,0.084,0.012,10,1,4
TRK_03686,77,0.619,0.593,0.7,0.346,-4.92,0.077,0.188,0.189,2,0,4
TRK_03687,119,0.594,0.573,0.455,0.662,-6.06,0.168,0.073,0.255,9,0,4
TRK_03688,142,0.797,0.501,0.459,0.395,-12.0,0.022,0.102,0.057,6,0,4
TRK_03689,110,0.873,0.746,0.385,0.177,-4.42,0.17,0.586,0.096,5,1,4
TRK_03690,132,0.764,0.465,0.381,0.156,-5.84,0.412,0.125,0.121,3,1,6
TRK_03691,124,0.49,0.794,0.915,0.283,-13.25,0.073,0.186,0.16,0,1,4
TRK_03692,122,0.522,0.867,0.645,0.176,-14.54,0.072,0.063,0.215,1,0,4
TRK_03693,109,0.857,0.635,0.166,0.49,-9.28,0.015,0.236,0.195,4,0,4
TRK_03694,118,0.206,0.211,0.682,0.75,-5.42,0.171,0.114,0.317,3,1,4
TRK_03695,77,0.351,0.536,0.623,0.935,-6.71,0.032,0.059,0.021,3,1,4
TRK_03696,110,0.511,0.779,0.312,0.109,-3.02,0.097,0.114,0.009,9,0,4
TRK_03697,104,0.033,0.125,0.591,0.684,-5.66,0.072,0.2,0.106,2,1,4
TRK_03698,124,0.907,0.677,0.638,0.215,-6.78,0.05,0.094,0.167,8,0,4
TRK_03699,192,0.559,0.346,0.453,0.733,-13.49,0.143,0.123,0.346,9,0,4
TRK_03700,120,0.745,0.662,0.971,0.271,-4.37,0.053,0.154,0.225,6,1,4
TRK_03701,102,0.722,0.875,0.559,0.27,-11.89,0.074,0.09,0.183,9,1,5
TRK_03702,186,0.618,0.52,0.375,0.558,-10.54,0.079,0.104,0.181,3,1,4
TRK_03703,92,0.769,0.97,0.272,0.167,-4.83,0.084,0.353,0.291,4,0,4
TRK_03704,94,0.205,0.782,0.309,0.406,-13.64,0.321,0.006,0.248,6,1,4
TRK_03705,140,0.021,0.598,0.833,0.944,-13.15,0.201,0.076,0.029,10,0,4
TRK_03706,140,0.396,0.691,0.495,0.46,-13.69,0.051,0.133,0.014,1,1,4
TRK_03707,75,0.111,0.735,0.304,0.687,-6.66,0.023,0.112,0.082,11,1,4
TRK_03708,92,0.193,0.363,0.382,0.723,-10.78,0.106,0.007,0.281,11,1,4
TRK_03709,124,0.455,0.671,0.804,0.591,-12.94,0.058,0.149,0.251,5,1,4
TRK_03710,89,0.539,0.808,0.288,0.579,-7.93,0.037,0.195,0.113,8,0,6
TRK_03711,107,0.645,0.881,0.695,0.461,-8.62,0.032,0.235,0.291,5,0,4
TRK_03712,100,0.023,0.705,0.581,0.95,-7.27,0.002,0.259,0.166,8,1,4
TRK_03713,101,0.511,0.58,0.522,0.228,-11.65,0.019,0.11,0.222,1,1,4
TRK_03714,106,0.459,0.528,0.659,0.662,-13.86,0.175,0.148,0.047,6,0,4
TRK_03715,105,0.72,0.752,0.222,0.013,-9.22,0.157,0.83,0.054,10,0,4
TRK_03716,89,0.692,1.0,0.394,0.296,-9.61,0.146,0.552,0.122,8,1,4
TRK_03717,108,0.862,0.903,0.738,0.163,-3.99,0.008,0.026,0.037,9,1,4
TRK_03718,126,0.795,0.65,0.41,0.229,-11.95,0.012,0.086,0.254,6,0,4
TRK_03719,122,0.604,0.91,0.809,0.161,-3.62,0.086,0.136,0.247,3,0,4
TRK_03720,134,0.615,0.713,0.25,0.425,-14.91,0.162,0.014,0.005,2,0,4
TRK_03721,129,0.454,0.515,0.968,0.271,-8.85,0.083,0.174,0.158,0,1,4
TRK_03722,104,0.433,0.65,0.639,0.331,-13.25,0.154,0.031,0.094,2,0,4
TRK_03723,114,0.523,0.766,0.353,0.585,-14.37,0.052,0.016,0.359,3,0,4
TRK_03724,127,0.388,0.638,0.201,0.397,-6.29,0.001,0.11,0.072,11,0,4
TRK_03725,89,0.477,0.247,0.831,0.544,-9.32,0.042,0.011,0.036,1,1,4
TRK_03726,130,0.75,0.68,0.18,0.066,-4.1,0.105,0.32,0.154,0,0,4
TRK_03727,188,0.914,0.343,0.144,0.164,-10.18,0.217,0.298,0.067,5,0,6
TRK_03728,86,0.177,0.541,0.147,0.742,-8.33,0.299,0.012,0.14,9,0,4
TRK_03729,133,0.596,0.509,0.419,0.69,-10.34,0.013,0.024,0.211,7,0,4
TRK_03730,142,0.361,0.799,0.488,0.489,-10.87,0.032,0.048,0.187,4,0,4
TRK_03731,108,0.43,0.547,0.567,0.535,-7.2,0.037,0.099,0.08,0,1,5
TRK_03732,130,0.429,0.706,0.604,0.892,-6.48,0.092,0.007,0.161,3,1,4
TRK_03733,126,0.654,0.433,0.741,0.572,-5.63,0.145,0.065,0.057,6,1,4
TRK_03734,119,0.267,0.777,0.542,0.513,-3.24,0.017,0.062,0.296,8,1,4
TRK_03735,107,0.444,0.88,0.945,0.56,-8.35,0.052,0.082,0.395,7,0,4
TRK_03736,112,0.447,0.441,0.606,0.568,-13.63,0.069,0.063,0.007,7,0,4
TRK_03737,105,0.63,0.778,0.564,0.36,-13.27,0.233,0.096,0.046,6,0,4
TRK_03738,139,0.555,0.593,0.363,0.6,-4.28,0.085,0.002,0.183,11,0,5
TRK_03739,103,0.584,0.546,0.776,0.518,-14.46,0.152,0.071,0.016,7,1,4
TRK_03740,105,0.518,0.601,0.851,0.745,-6.59,0.18,0.041,0.442,7,1,4
TRK_03741,107,0.708,0.677,0.568,0.046,-10.53,0.252,0.422,0.364,6,0,4
TRK_03742,86,0.674,0.744,0.726,0.208,-8.37,0.078,0.461,0.088,6,0,4
TRK_03743,145,0.295,0.777,0.24,0.422,-5.06,0.142,0.071,0.024,5,0,4
TRK_03744,129,0.761,0.545,0.761,0.173,-14.02,0.036,0.217,0.345,7,0,6
TRK_03745,101,0.25,0.408,0.213,0.834,-12.16,0.0,0.046,0.038,8,0,4
TRK_03746,124,0.522,1.0,0.349,0.575,-6.11,0.032,0.013,0.088,8,0,4
TRK_03747,110,0.812,0.878,0.906,0.166,-13.94,0.076,0.202,0.526,3,0,4
TRK_03748,119,0.062,0.771,0.205,0.644,-4.8,0.165,0.003,0.036,0,1,4
TRK_03749,97,0.664,0.187,0.311,0.935,-7.29,0.103,0.093,0.337,0,0,4
TRK_03750,132,0.826,0.724,0.397,0.148,-14.93,0.027,0.065,0.111,9,0,4
TRK_03751,97,0.28,0.909,0.706,0.434,-5.22,0.092,0.125,0.421,4,1,4
TRK_03752,99,0.216,0.484,0.469,0.549,-14.14,0.069,0.063,0.09,7,0,4
TRK_03753,87,0.652,0.829,0.624,0.038,-3.39,0.102,0.49,0.053,10,1,4
TRK_03754,122,0.916,0.711,0.709,0.522,-14.37,0.384,0.018,0.019,5,0,4
TRK_03755,127,0.566,0.427,0.386,0.119,-11.24,0.165,0.011,0.199,8,1,4
TRK_03756,138,0.874,0.542,0.74,0.19,-4.37,0.16,0.029,0.089,2,0,4
TRK_03757,73,0.121,0.165,0.554,0.726,-14.03,0.11,0.214,0.054,0,1,6
TRK_03758,91,0.322,0.711,0.689,0.283,-10.24,0.054,0.031,0.303,3,1,4
TRK_03759,100,0.612,0.484,0.319,0.41,-3.16,0.075,0.07,0.192,7,0,4
TRK_03760,137,0.861,0.679,0.283,0.108,-6.4,0.009,0.071,0.143,8,0,4
TRK_03761,103,0.879,0.74,0.471,0.0,-9.61,0.232,0.852,0.086,6,1,4
TRK_03762,72,0.401,0.802,0.263,0.735,-9.12,0.072,0.014,0.181,0,0,4
TRK_03763,144,0.487,0.486,0.633,0.143,-14.38,0.2,0.258,0.271,6,1,4
TRK_03764,134,0.537,1.0,0.128,0.475,-6.04,0.189,0.109,0.05,8,0,4
TRK_03765,113,0.421,1.0,0.71,0.142,-5.76,0.035,0.003,0.157,2,1,4
TRK_03766,96,0.594,0.398,0.209,0.213,-14.15,0.022,0.101,0.129,9,0,3
TRK_03767,144,0.785,0.856,0.411,0.108,-5.52,0.018,0.468,0.006,4,0,4
TRK_03768,112,0.297,0.824,0.625,0.543,-8.32,0.205,0.136,0.141,5,0,4
TRK_03769,106,0.384,0.748,0.764,0.702,-11.0,0.085,0.091,0.017,8,1,4
TRK_03770,119,0.524,0.805,0.274,0.738,-12.24,0.137,0.001,0.3,6,1,4
TRK_03771,106,0.397,0.627,0.339,0.672,-9.49,0.098,0.071,0.025,8,0,3
TRK_03772,117,0.846,0.586,0.397,0.412,-10.49,0.016,0.081,0.114,6,0,4
TRK_03773,105,0.42,0.524,0.339,0.468,-8.04,0.116,0.047,0.042,10,1,4
TRK_03774,81,0.419,0.621,0.539,0.556,-10.76,0.253,0.052,0.088,9,0,5
TRK_03775,172,0.767,0.403,0.776,0.075,-5.33,0.096,0.096,0.461,2,1,4
TRK_03776,133,0.412,0.46,0.427,0.759,-3.33,0.021,0.136,0.155,1,1,4
