royalty_id,track_id,artist_id,label_id,quarter,streams_credited,rate_per_stream,gross_revenue_usd,label_cut_usd,artist_payout_usd
ROY_00482,TRK_05139,ART_0575,LBL_0039,Q2-2023,1250000,0.00361,4512.5,3158.75,1353.75
ROY_00483,TRK_00471,ART_0347,LBL_0049,Q1-2024,775000,0.00648,5022.0,3515.4,1506.6
ROY_00484,TRK_02951,ART_0651,LBL_0026,Q4-2024,1825000,0.00398,7263.5,5084.45,2179.05
ROY_00485,TRK_03847,ART_0344,LBL_0025,Q1-2023,6100000,0.00554,33794.0,23655.8,10138.2
ROY_00486,TRK_01554,ART_0435,LBL_0018,Q4-2023,1650000,0.00654,10791.0,7553.7,3237.3
ROY_00487,TRK_00464,ART_0127,LBL_0019,Q3-2023,775000,0.00377,2921.75,2045.22,876.52
ROY_00488,TRK_00113,ART_0153,LBL_0028,Q1-2023,800000,0.00523,4184.0,2928.8,1255.2
ROY_00489,TRK_01905,ART_0385,LBL_0007,Q4-2023,1950000,0.00393,7663.5,5364.45,2299.05
ROY_00490,TRK_03555,ART_0146,LBL_0043,Q1-2024,2925000,0.00572,16731.0,11711.7,5019.3
ROY_00491,TRK_01473,ART_0109,LBL_0048,Q3-2023,1200000,0.00605,7260.0,5082.0,2178.0
ROY_00492,TRK_05478,ART_0655,LBL_0006,Q1-2024,13125000,0.00313,41081.25,28756.87,12324.38
ROY_00493,TRK_02107,ART_0564,LBL_0029,Q2-2023,5275000,0.00392,20678.0,14474.6,6203.4
ROY_00494,TRK_05615,ART_0611,LBL_0050,Q4-2023,950000,0.00503,4778.5,3344.95,1433.55
ROY_00495,TRK_03277,ART_0317,LBL_0018,Q1-2024,1050000,0.00654,6867.0,4806.9,2060.1
ROY_00496,TRK_01213,ART_0453,LBL_0022,Q1-2023,950000,0.00411,3904.5,2733.15,1171.35
ROY_00497,TRK_02664,ART_0667,LBL_0010,Q2-2023,825000,0.00624,5148.0,3603.6,1544.4
ROY_00498,TRK_01586,ART_0578,LBL_0036,Q4-2024,1250000,0.00534,6675.0,4672.5,2002.5
ROY_00499,TRK_02520,ART_0643,LBL_0030,Q1-2024,900000,0.0046,4140.0,2898.0,1242.0
ROY_00500,TRK_01066,ART_0375,LBL_0045,Q4-2023,2650000,0.00436,11554.0,8087.8,3466.2
ROY_00501,TRK_00028,ART_0019,LBL_0006,Q1-2023,1774999,0.00313,5555.75,3889.02,1666.72
ROY_00502,TRK_03570,ART_0186,LBL_0023,Q1-2023,950000,0.00365,3467.5,2427.25,1040.25
ROY_00503,TRK_05050,ART_0437,LBL_0003,Q2-2023,925000,0.0047,4347.5,3043.25,1304.25
ROY_00504,TRK_03257,ART_0432,LBL_0031,Q4-2024,1175000,0.00665,7813.75,5469.62,2344.12
ROY_00505,TRK_00368,ART_0614,LBL_0027,Q3-2024,850000,0.00408,3468.0,2427.6,1040.4
ROY_00506,TRK_03890,ART_0009,LBL_0014,Q4-2023,775000,0.00639,4952.25,3466.57,1485.67
ROY_00507,TRK_00871,ART_0577,LBL_0020,Q3-2023,900000,0.00565,5085.0,3559.5,1525.5
ROY_00508,TRK_04953,ART_0126,LBL_0018,Q1-2023,2400000,0.00654,15696.0,10987.2,4708.8
ROY_00509,TRK_00474,ART_0657,LBL_0021,Q3-2024,2475000,0.00642,15889.5,11122.65,4766.85
ROY_00510,TRK_01032,ART_0153,LBL_0028,Q1-2023,775000,0.00523,4053.25,2837.27,1215.97
ROY_00511,TRK_00523,ART_0280,LBL_0034,Q3-2024,1350000,0.00406,5481.0,3836.7,1644.3
ROY_00512,TRK_03307,ART_0553,LBL_0016,Q1-2023,1025000,0.0035,3587.5,2511.25,1076.25
ROY_00513,TRK_05662,ART_0537,LBL_0001,Q4-2024,2825000,0.00456,12882.0,9017.4,3864.6
ROY_00514,TRK_01461,ART_0626,LBL_0011,Q3-2023,14775000,0.00579,85547.25,59883.07,25664.17
ROY_00515,TRK_05531,ART_0437,LBL_0003,Q2-2023,1400000,0.0047,6580.0,4606.0,1974.0
ROY_00516,TRK_04955,ART_0089,LBL_0029,Q4-2024,25000000,0.00392,98000.0,68600.0,29400.0
ROY_00517,TRK_05351,ART_0295,LBL_0015,Q1-2023,2850000,0.00623,17755.5,12428.85,5326.65
ROY_00518,TRK_02777,ART_0155,LBL_0005,Q3-2023,875000,0.00673,5888.75,4122.12,1766.62
ROY_00519,TRK_00445,ART_0351,LBL_0007,Q1-2023,1050000,0.00393,4126.5,2888.55,1237.95
ROY_00520,TRK_02619,ART_0562,LBL_0043,Q2-2024,800000,0.00572,4576.0,3203.2,1372.8
ROY_00521,TRK_03930,ART_0213,LBL_0025,Q2-2024,1050000,0.00554,5817.0,4071.9,1745.1
ROY_00522,TRK_02591,ART_0405,LBL_0001,Q2-2024,1000000,0.00456,4560.0,3192.0,1368.0
ROY_00523,TRK_01404,ART_0518,LBL_0042,Q1-2023,1250000,0.00401,5012.5,3508.75,1503.75
ROY_00524,TRK_00299,ART_0010,LBL_0027,Q3-2023,900000,0.00408,3672.0,2570.4,1101.6
ROY_00525,TRK_02643,ART_0397,LBL_0014,Q4-2024,1000000,0.00639,6390.0,4473.0,1917.0
ROY_00526,TRK_00491,ART_0146,LBL_0043,Q2-2023,1025000,0.00572,5863.0,4104.1,1758.9
ROY_00527,TRK_02777,ART_0155,LBL_0005,Q4-2024,875000,0.00673,5888.75,4122.12,1766.62
ROY_00528,TRK_02712,ART_0175,LBL_0017,Q4-2023,1375000,0.00521,7163.75,5014.62,2149.12
ROY_00529,TRK_04109,ART_0039,LBL_0017,Q2-2024,900000,0.00521,4689.0,3282.3,1406.7
ROY_00530,TRK_01563,ART_0154,LBL_0047,Q4-2023,1050000,0.0065,6825.0,4777.5,2047.5
ROY_00531,TRK_04136,ART_0295,LBL_0015,Q3-2024,6825000,0.00623,42519.75,29763.82,12755.92
ROY_00532,TRK_00549,ART_0064,LBL_0002,Q2-2023,875000,0.00538,4707.5,3295.25,1412.25
ROY_00533,TRK_03302,ART_0117,LBL_0041,Q2-2023,1900000,0.00453,8607.0,6024.9,2582.1
ROY_00534,TRK_05353,ART_0560,LBL_0005,Q3-2023,825000,0.00673,5552.25,3886.57,1665.67
ROY_00535,TRK_03976,ART_0133,LBL_0036,Q2-2023,775000,0.00534,4138.5,2896.95,1241.55
ROY_00536,TRK_03101,ART_0307,LBL_0030,Q3-2023,1875000,0.0046,8625.0,6037.5,2587.5
ROY_00537,TRK_03459,ART_0530,LBL_0001,Q4-2023,825000,0.00456,3762.0,2633.4,1128.6
ROY_00538,TRK_00308,ART_0356,LBL_0037,Q1-2023,1025000,0.00445,4561.25,3192.88,1368.38
ROY_00539,TRK_05325,ART_0630,LBL_0019,Q1-2024,2750000,0.00377,10367.5,7257.25,3110.25
ROY_00540,TRK_03716,ART_0146,LBL_0043,Q3-2023,825000,0.00572,4719.0,3303.3,1415.7
ROY_00541,TRK_05478,ART_0655,LBL_0006,Q1-2024,13125000,0.00313,41081.25,28756.87,12324.38
ROY_00542,TRK_02509,ART_0138,LBL_0030,Q4-2024,3625000,0.0046,16675.0,11672.5,5002.5
ROY_00543,TRK_02449,ART_0187,LBL_0020,Q2-2023,975000,0.00565,5508.75,3856.12,1652.62
ROY_00544,TRK_02485,ART_0263,LBL_0023,Q3-2024,2975000,0.00365,10858.75,7601.12,3257.62
ROY_00545,TRK_04707,ART_0040,LBL_0024,Q2-2023,975000,0.00568,5538.0,3876.6,1661.4
ROY_00546,TRK_03275,ART_0230,LBL_0042,Q4-2024,875000,0.00401,3508.75,2456.12,1052.62
ROY_00547,TRK_00216,ART_0319,LBL_0025,Q1-2023,1025000,0.00554,5678.5,3974.95,1703.55
ROY_00548,TRK_00548,ART_0664,LBL_0035,Q1-2023,3375000,0.00525,17718.75,12403.12,5315.62
ROY_00549,TRK_05128,ART_0394,LBL_0050,Q3-2023,925000,0.00503,4652.75,3256.92,1395.83
ROY_00550,TRK_00362,ART_0377,LBL_0014,Q4-2024,1074999,0.00639,6869.24,4808.47,2060.77
ROY_00551,TRK_01389,ART_0426,LBL_0042,Q3-2024,1100000,0.00401,4411.0,3087.7,1323.3
ROY_00552,TRK_02453,ART_0065,LBL_0049,Q2-2024,1774999,0.00648,11501.99,8051.4,3450.6
ROY_00553,TRK_04073,ART_0117,LBL_0041,Q4-2024,1400000,0.00453,6342.0,4439.4,1902.6
ROY_00554,TRK_05397,ART_0642,LBL_0034,Q2-2024,825000,0.00406,3349.5,2344.65,1004.85
ROY_00555,TRK_05922,ART_0520,LBL_0001,Q2-2024,1875000,0.00456,8550.0,5985.0,2565.0
ROY_00556,TRK_02948,ART_0164,LBL_0011,Q1-2023,1825000,0.00579,10566.75,7396.72,3170.03
ROY_00557,TRK_01148,ART_0603,LBL_0009,Q2-2023,1450000,0.00388,5626.0,3938.2,1687.8
ROY_00558,TRK_03981,ART_0272,LBL_0022,Q3-2024,825000,0.00411,3390.75,2373.52,1017.22
ROY_00559,TRK_04939,ART_0344,LBL_0025,Q2-2023,1450000,0.00554,8033.0,5623.1,2409.9
ROY_00560,TRK_02831,ART_0484,LBL_0031,Q4-2024,900000,0.00665,5985.0,4189.5,1795.5
ROY_00561,TRK_05875,ART_0010,LBL_0027,Q4-2023,1175000,0.00408,4794.0,3355.8,1438.2
ROY_00562,TRK_03951,ART_0219,LBL_0003,Q3-2023,875000,0.0047,4112.5,2878.75,1233.75
ROY_00563,TRK_04841,ART_0107,LBL_0042,Q3-2023,3325000,0.00401,13333.25,9333.27,3999.97
ROY_00564,TRK_02095,ART_0480,LBL_0033,Q1-2023,1950000,0.00654,12753.0,8927.1,3825.9
ROY_00565,TRK_02433,ART_0079,LBL_0036,Q4-2023,4850000,0.00534,25899.0,18129.3,7769.7
ROY_00566,TRK_02093,ART_0347,LBL_0049,Q4-2023,1350000,0.00648,8748.0,6123.6,2624.4
ROY_00567,TRK_00733,ART_0418,LBL_0009,Q2-2023,800000,0.00388,3104.0,2172.8,931.2
ROY_00568,TRK_04254,ART_0597,LBL_0037,Q2-2023,4625000,0.00445,20581.25,14406.87,6174.38
ROY_00569,TRK_04037,ART_0296,LBL_0016,Q1-2023,4725000,0.0035,16537.5,11576.25,4961.25
ROY_00570,TRK_00178,ART_0487,LBL_0036,Q2-2023,775000,0.00534,4138.5,2896.95,1241.55
ROY_00571,TRK_01043,ART_0381,LBL_0006,Q3-2023,1000000,0.00313,3130.0,2191.0,939.0
ROY_00572,TRK_05918,ART_0549,LBL_0044,Q1-2024,850000,0.00654,5559.0,3891.3,1667.7
ROY_00573,TRK_03195,ART_0327,LBL_0002,Q3-2024,1575000,0.00538,8473.5,5931.45,2542.05
ROY_00574,TRK_00549,ART_0064,LBL_0002,Q2-2023,875000,0.00538,4707.5,3295.25,1412.25
ROY_00575,TRK_00571,ART_0291,LBL_0018,Q4-2023,925000,0.00654,6049.5,4234.65,1814.85
ROY_00576,TRK_05349,ART_0388,LBL_0038,Q1-2023,1850000,0.00497,9194.5,6436.15,2758.35
ROY_00577,TRK_02777,ART_0155,LBL_0005,Q2-2023,875000,0.00673,5888.75,4122.12,1766.62
ROY_00578,TRK_00344,ART_0112,LBL_0030,Q2-2023,1000000,0.0046,4600.0,3220.0,1380.0
ROY_00579,TRK_00989,ART_0326,LBL_0005,Q1-2024,1675000,0.00673,11272.75,7890.92,3381.82
ROY_00580,TRK_04368,ART_0551,LBL_0019,Q4-2023,3025000,0.00377,11404.25,7982.97,3421.28
ROY_00581,TRK_03125,ART_0487,LBL_0036,Q2-2024,1800000,0.00534,9612.0,6728.4,2883.6
ROY_00582,TRK_03737,ART_0187,LBL_0020,Q3-2024,1400000,0.00565,7910.0,5537.0,2373.0
ROY_00583,TRK_01361,ART_0608,LBL_0009,Q1-2024,1425000,0.00388,5529.0,3870.3,1658.7
ROY_00584,TRK_01955,ART_0309,LBL_0019,Q2-2024,875000,0.00377,3298.75,2309.12,989.62
ROY_00585,TRK_04409,ART_0350,LBL_0047,Q3-2024,850000,0.0065,5525.0,3867.5,1657.5
ROY_00586,TRK_03346,ART_0147,LBL_0004,Q2-2023,1250000,0.00738,9225.0,6457.5,2767.5
ROY_00587,TRK_03791,ART_0010,LBL_0027,Q3-2024,1450000,0.00408,5916.0,4141.2,1774.8
ROY_00588,TRK_01033,ART_0233,LBL_0019,Q4-2023,4650000,0.00377,17530.5,12271.35,5259.15
ROY_00589,TRK_05399,ART_0586,LBL_0018,Q1-2023,1150000,0.00654,7521.0,5264.7,2256.3
ROY_00590,TRK_00057,ART_0680,LBL_0031,Q4-2024,2825000,0.00665,18786.25,13150.38,5635.88
ROY_00591,TRK_01403,ART_0665,LBL_0012,Q4-2023,2025000,0.00362,7330.5,5131.35,2199.15
ROY_00592,TRK_02842,ART_0161,LBL_0022,Q2-2024,1025000,0.00411,4212.75,2948.92,1263.83
ROY_00593,TRK_02921,ART_0386,LBL_0005,Q1-2023,1025000,0.00673,6898.25,4828.77,2069.47
ROY_00594,TRK_03166,ART_0405,LBL_0001,Q2-2024,2174999,0.00456,9918.0,6942.6,2975.4
ROY_00595,TRK_00384,ART_0647,LBL_0029,Q1-2023,3400000,0.00392,13328.0,9329.6,3998.4
ROY_00596,TRK_05667,ART_0154,LBL_0047,Q4-2024,13325000,0.0065,86612.5,60628.75,25983.75
ROY_00597,TRK_03031,ART_0093,LBL_0044,Q4-2023,950000,0.00654,6213.0,4349.1,1863.9
ROY_00598,TRK_01291,ART_0454,LBL_0039,Q3-2024,1025000,0.00361,3700.25,2590.17,1110.08
ROY_00599,TRK_03214,ART_0359,LBL_0040,Q3-2024,1500000,0.00469,7035.0,4924.5,2110.5
ROY_00600,TRK_00385,ART_0627,LBL_0001,Q1-2024,2000000,0.00456,9120.0,6384.0,2736.0
ROY_00601,TRK_02419,ART_0317,LBL_0018,Q2-2024,1000000,0.00654,6540.0,4578.0,1962.0
ROY_00602,TRK_05800,ART_0068,LBL_0037,Q4-2024,1000000,0.00445,4450.0,3115.0,1335.0
ROY_00603,TRK_02129,ART_0019,LBL_0006,Q4-2023,1200000,0.00313,3756.0,2629.2,1126.8
ROY_00604,TRK_00400,ART_0098,LBL_0049,Q1-2023,5825000,0.00648,37746.0,26422.2,11323.8
ROY_00605,TRK_05642,ART_0621,LBL_0011,Q3-2024,1150000,0.00579,6658.5,4660.95,1997.55
ROY_00606,TRK_05243,ART_0651,LBL_0026,Q4-2024,1900000,0.00398,7562.0,5293.4,2268.6
ROY_00607,TRK_01876,ART_0060,LBL_0022,Q3-2023,1700000,0.00411,6987.0,4890.9,2096.1
ROY_00608,TRK_02899,ART_0428,LBL_0044,Q4-2024,1025000,0.00654,6703.5,4692.45,2011.05
ROY_00609,TRK_05647,ART_0670,LBL_0026,Q1-2024,1600000,0.00398,6368.0,4457.6,1910.4
ROY_00610,TRK_03198,ART_0508,LBL_0002,Q2-2023,2475000,0.00538,13315.5,9320.85,3994.65
ROY_00611,TRK_01051,ART_0499,LBL_0010,Q2-2024,950000,0.00624,5928.0,4149.6,1778.4
ROY_00612,TRK_02122,ART_0272,LBL_0022,Q2-2023,1350000,0.00411,5548.5,3883.95,1664.55
ROY_00613,TRK_04136,ART_0295,LBL_0015,Q2-2024,6825000,0.00623,42519.75,29763.82,12755.92
ROY_00614,TRK_01220,ART_0387,LBL_0041,Q4-2024,825000,0.00453,3737.25,2616.07,1121.17
ROY_00615,TRK_03465,ART_0257,LBL_0010,Q1-2024,925000,0.00624,5772.0,4040.4,1731.6
ROY_00616,TRK_02756,ART_0144,LBL_0038,Q1-2023,1150000,0.00497,5715.5,4000.85,1714.65
ROY_00617,TRK_00398,ART_0012,LBL_0016,Q2-2024,1400000,0.0035,4900.0,3430.0,1470.0
ROY_00618,TRK_03365,ART_0516,LBL_0022,Q3-2024,1274999,0.00411,5240.25,3668.17,1572.07
ROY_00619,TRK_04966,ART_0309,LBL_0019,Q3-2024,900000,0.00377,3393.0,2375.1,1017.9
ROY_00620,TRK_03214,ART_0359,LBL_0040,Q1-2024,1500000,0.00469,7035.0,4924.5,2110.5
ROY_00621,TRK_05592,ART_0054,LBL_0032,Q3-2023,950000,0.00426,4047.0,2832.9,1214.1
ROY_00622,TRK_02708,ART_0598,LBL_0034,Q3-2023,900000,0.00406,3654.0,2557.8,1096.2
ROY_00623,TRK_02189,ART_0141,LBL_0035,Q2-2024,8250000,0.00525,43312.5,30318.75,12993.75
ROY_00624,TRK_05135,ART_0671,LBL_0041,Q3-2023,1750000,0.00453,7927.5,5549.25,2378.25
ROY_00625,TRK_05280,ART_0260,LBL_0016,Q4-2023,825000,0.0035,2887.5,2021.25,866.25
ROY_00626,TRK_05086,ART_0381,LBL_0006,Q3-2023,8550000,0.00313,26761.5,18733.05,8028.45
ROY_00627,TRK_01651,ART_0539,LBL_0007,Q3-2023,1274999,0.00393,5010.75,3507.52,1503.22
ROY_00628,TRK_01131,ART_0449,LBL_0029,Q2-2023,1025000,0.00392,4018.0,2812.6,1205.4
ROY_00629,TRK_00803,ART_0267,LBL_0031,Q1-2024,900000,0.00665,5985.0,4189.5,1795.5
ROY_00630,TRK_01169,ART_0018,LBL_0004,Q4-2024,1274999,0.00738,9409.49,6586.64,2822.85
ROY_00631,TRK_00626,ART_0016,LBL_0017,Q2-2024,800000,0.00521,4168.0,2917.6,1250.4
ROY_00632,TRK_05912,ART_0651,LBL_0026,Q2-2023,1475000,0.00398,5870.5,4109.35,1761.15
ROY_00633,TRK_00286,ART_0047,LBL_0040,Q4-2023,1625000,0.00469,7621.25,5334.88,2286.38
ROY_00634,TRK_03485,ART_0588,LBL_0035,Q2-2023,800000,0.00525,4200.0,2940.0,1260.0
ROY_00635,TRK_01869,ART_0099,LBL_0018,Q3-2023,1175000,0.00654,7684.5,5379.15,2305.35
ROY_00636,TRK_04097,ART_0474,LBL_0020,Q1-2023,825000,0.00565,4661.25,3262.88,1398.38
ROY_00637,TRK_00375,ART_0619,LBL_0048,Q1-2024,1650000,0.00605,9982.5,6987.75,2994.75
ROY_00638,TRK_00242,ART_0347,LBL_0049,Q4-2024,1200000,0.00648,7776.0,5443.2,2332.8
ROY_00639,TRK_05016,ART_0386,LBL_0005,Q1-2024,1050000,0.00673,7066.5,4946.55,2119.95
ROY_00640,TRK_03815,ART_0374,LBL_0041,Q2-2023,1074999,0.00453,4869.75,3408.82,1460.92
ROY_00641,TRK_03463,ART_0437,LBL_0003,Q4-2023,1850000,0.0047,8695.0,6086.5,2608.5
ROY_00642,TRK_00829,ART_0350,LBL_0047,Q2-2024,3300000,0.0065,21450.0,15015.0,6435.0
ROY_00643,TRK_04961,ART_0282,LBL_0044,Q2-2023,1774999,0.00654,11608.49,8125.95,3482.55
ROY_00644,TRK_00038,ART_0144,LBL_0038,Q3-2024,1500000,0.00497,7455.0,5218.5,2236.5
ROY_00645,TRK_05372,ART_0627,LBL_0001,Q4-2024,975000,0.00456,4446.0,3112.2,1333.8
ROY_00646,TRK_00181,ART_0457,LBL_0028,Q3-2023,1050000,0.00523,5491.5,3844.05,1647.45
ROY_00647,TRK_05373,ART_0126,LBL_0018,Q2-2023,4299999,0.00654,28121.99,19685.4,8436.6
ROY_00648,TRK_00438,ART_0242,LBL_0011,Q3-2024,1925000,0.00579,11145.75,7802.02,3343.72
ROY_00649,TRK_03528,ART_0621,LBL_0011,Q4-2023,2575000,0.00579,14909.25,10436.47,4472.77
ROY_00650,TRK_04828,ART_0623,LBL_0026,Q4-2024,2925000,0.00398,11641.5,8149.05,3492.45
ROY_00651,TRK_03933,ART_0355,LBL_0029,Q4-2024,20875000,0.00392,81830.0,57281.0,24549.0
ROY_00652,TRK_02827,ART_0418,LBL_0009,Q3-2023,6525000,0.00388,25317.0,17721.9,7595.1
ROY_00653,TRK_03729,ART_0438,LBL_0032,Q4-2024,1350000,0.00426,5751.0,4025.7,1725.3
ROY_00654,TRK_01639,ART_0092,LBL_0019,Q3-2024,4550000,0.00377,17153.5,12007.45,5146.05
ROY_00655,TRK_02683,ART_0435,LBL_0018,Q4-2023,1300000,0.00654,8502.0,5951.4,2550.6
ROY_00656,TRK_05520,ART_0006,LBL_0029,Q4-2024,1375000,0.00392,5390.0,3773.0,1617.0
ROY_00657,TRK_00867,ART_0203,LBL_0039,Q4-2024,2174999,0.00361,7851.75,5496.22,2355.52
ROY_00658,TRK_05105,ART_0586,LBL_0018,Q3-2023,5500000,0.00654,35970.0,25179.0,10791.0
ROY_00659,TRK_00438,ART_0242,LBL_0011,Q3-2023,1925000,0.00579,11145.75,7802.02,3343.72
ROY_00660,TRK_02953,ART_0442,LBL_0038,Q1-2023,2425000,0.00497,12052.25,8436.57,3615.67
ROY_00661,TRK_04346,ART_0551,LBL_0019,Q1-2023,800000,0.00377,3016.0,2111.2,904.8
ROY_00662,TRK_02467,ART_0246,LBL_0024,Q1-2024,2100000,0.00568,11928.0,8349.6,3578.4
ROY_00663,TRK_05717,ART_0381,LBL_0006,Q3-2024,800000,0.00313,2504.0,1752.8,751.2
ROY_00664,TRK_01746,ART_0141,LBL_0035,Q4-2024,1150000,0.00525,6037.5,4226.25,1811.25
ROY_00665,TRK_05717,ART_0381,LBL_0006,Q1-2024,800000,0.00313,2504.0,1752.8,751.2
ROY_00666,TRK_02225,ART_0517,LBL_0010,Q4-2024,1350000,0.00624,8424.0,5896.8,2527.2
ROY_00667,TRK_05637,ART_0260,LBL_0016,Q4-2023,2174999,0.0035,7612.5,5328.75,2283.75
ROY_00668,TRK_04114,ART_0027,LBL_0046,Q2-2024,900000,0.00363,3267.0,2286.9,980.1
ROY_00669,TRK_03132,ART_0284,LBL_0047,Q4-2024,975000,0.0065,6337.5,4436.25,1901.25
ROY_00670,TRK_01158,ART_0110,LBL_0022,Q2-2023,3175000,0.00411,13049.25,9134.47,3914.77
ROY_00671,TRK_00509,ART_0481,LBL_0012,Q4-2023,775000,0.00362,2805.5,1963.85,841.65
ROY_00672,TRK_02225,ART_0517,LBL_0010,Q3-2023,1350000,0.00624,8424.0,5896.8,2527.2
ROY_00673,TRK_01901,ART_0075,LBL_0022,Q3-2024,1725000,0.00411,7089.75,4962.82,2126.92
ROY_00674,TRK_02869,ART_0259,LBL_0030,Q2-2024,1150000,0.0046,5290.0,3703.0,1587.0
ROY_00675,TRK_02485,ART_0263,LBL_0023,Q1-2024,2975000,0.00365,10858.75,7601.12,3257.62
ROY_00676,TRK_01892,ART_0684,LBL_0011,Q4-2023,850000,0.00579,4921.5,3445.05,1476.45
ROY_00677,TRK_00725,ART_0473,LBL_0045,Q3-2023,875000,0.00436,3815.0,2670.5,1144.5
ROY_00678,TRK_05501,ART_0022,LBL_0016,Q2-2023,1074999,0.0035,3762.5,2633.75,1128.75
ROY_00679,TRK_05288,ART_0559,LBL_0039,Q2-2024,3300000,0.00361,11913.0,8339.1,3573.9
ROY_00680,TRK_05634,ART_0334,LBL_0037,Q2-2023,925000,0.00445,4116.25,2881.38,1234.88
ROY_00681,TRK_01221,ART_0185,LBL_0047,Q3-2023,1150000,0.0065,7475.0,5232.5,2242.5
ROY_00682,TRK_01321,ART_0286,LBL_0003,Q4-2023,5500000,0.0047,25850.0,18095.0,7755.0
ROY_00683,TRK_05881,ART_0687,LBL_0046,Q3-2023,2525000,0.00363,9165.75,6416.02,2749.72
ROY_00684,TRK_03811,ART_0212,LBL_0042,Q1-2023,1500000,0.00401,6015.0,4210.5,1804.5
ROY_00685,TRK_04311,ART_0171,LBL_0019,Q3-2024,1325000,0.00377,4995.25,3496.67,1498.58
ROY_00686,TRK_00023,ART_0020,LBL_0008,Q1-2024,1074999,0.00524,5632.99,3943.1,1689.9
ROY_00687,TRK_02352,ART_0289,LBL_0009,Q4-2024,1575000,0.00388,6111.0,4277.7,1833.3
ROY_00688,TRK_05864,ART_0354,LBL_0012,Q1-2023,1500000,0.00362,5430.0,3801.0,1629.0
ROY_00689,TRK_02872,ART_0166,LBL_0019,Q1-2024,975000,0.00377,3675.75,2573.02,1102.72
ROY_00690,TRK_04949,ART_0093,LBL_0044,Q1-2023,900000,0.00654,5886.0,4120.2,1765.8
ROY_00691,TRK_04602,ART_0490,LBL_0047,Q2-2023,1074999,0.0065,6987.49,4891.25,2096.25
ROY_00692,TRK_03137,ART_0259,LBL_0030,Q4-2024,1375000,0.0046,6325.0,4427.5,1897.5
ROY_00693,TRK_00606,ART_0350,LBL_0047,Q4-2024,1074999,0.0065,6987.49,4891.25,2096.25
ROY_00694,TRK_05610,ART_0023,LBL_0001,Q1-2023,925000,0.00456,4218.0,2952.6,1265.4
ROY_00695,TRK_03307,ART_0553,LBL_0016,Q1-2024,1025000,0.0035,3587.5,2511.25,1076.25
ROY_00696,TRK_03397,ART_0217,LBL_0040,Q2-2024,13350000,0.00469,62611.5,43828.05,18783.45
ROY_00697,TRK_05639,ART_0287,LBL_0029,Q3-2023,1950000,0.00392,7644.0,5350.8,2293.2
ROY_00698,TRK_02999,ART_0358,LBL_0023,Q2-2023,1000000,0.00365,3650.0,2555.0,1095.0
ROY_00699,TRK_00433,ART_0566,LBL_0002,Q3-2023,1425000,0.00538,7666.5,5366.55,2299.95
ROY_00700,TRK_03019,ART_0023,LBL_0001,Q1-2023,775000,0.00456,3534.0,2473.8,1060.2
ROY_00701,TRK_02844,ART_0219,LBL_0003,Q4-2023,2300000,0.0047,10810.0,7567.0,3243.0
ROY_00702,TRK_05830,ART_0368,LBL_0007,Q3-2024,1600000,0.00393,6288.0,4401.6,1886.4
ROY_00703,TRK_00492,ART_0157,LBL_0027,Q4-2023,2825000,0.00408,11526.0,8068.2,3457.8
ROY_00704,TRK_01126,ART_0021,LBL_0027,Q1-2024,2149999,0.00408,8772.0,6140.4,2631.6
ROY_00705,TRK_00344,ART_0112,LBL_0030,Q3-2024,1000000,0.0046,4600.0,3220.0,1380.0
ROY_00706,TRK_05096,ART_0487,LBL_0036,Q3-2023,2875000,0.00534,15352.5,10746.75,4605.75
ROY_00707,TRK_05086,ART_0381,LBL_0006,Q4-2023,8550000,0.00313,26761.5,18733.05,8028.45
ROY_00708,TRK_02360,ART_0621,LBL_0011,Q2-2023,850000,0.00579,4921.5,3445.05,1476.45
ROY_00709,TRK_03925,ART_0160,LBL_0039,Q4-2024,975000,0.00361,3519.75,2463.82,1055.92
ROY_00710,TRK_03434,ART_0347,LBL_0049,Q2-2023,975000,0.00648,6318.0,4422.6,1895.4
ROY_00711,TRK_04856,ART_0187,LBL_0020,Q2-2023,1025000,0.00565,5791.25,4053.87,1737.38
ROY_00712,TRK_01277,ART_0483,LBL_0015,Q4-2024,3225000,0.00623,20091.75,14064.22,6027.52
ROY_00713,TRK_01378,ART_0357,LBL_0008,Q3-2024,800000,0.00524,4192.0,2934.4,1257.6
ROY_00714,TRK_02362,ART_0133,LBL_0036,Q3-2024,875000,0.00534,4672.5,3270.75,1401.75
ROY_00715,TRK_02795,ART_0551,LBL_0019,Q2-2023,1225000,0.00377,4618.25,3232.77,1385.47
ROY_00716,TRK_03532,ART_0559,LBL_0039,Q3-2024,2000000,0.00361,7220.0,5054.0,2166.0
ROY_00717,TRK_04781,ART_0533,LBL_0032,Q4-2024,775000,0.00426,3301.5,2311.05,990.45
ROY_00718,TRK_03203,ART_0212,LBL_0042,Q3-2024,3100000,0.00401,12431.0,8701.7,3729.3
ROY_00719,TRK_01033,ART_0233,LBL_0019,Q3-2024,4650000,0.00377,17530.5,12271.35,5259.15
ROY_00720,TRK_02995,ART_0511,LBL_0027,Q1-2024,1125000,0.00408,4590.0,3213.0,1377.0
ROY_00721,TRK_00386,ART_0611,LBL_0050,Q3-2023,1125000,0.00503,5658.75,3961.12,1697.62
ROY_00722,TRK_02480,ART_0307,LBL_0030,Q2-2024,1875000,0.0046,8625.0,6037.5,2587.5
