chart_id,track_id,artist_id,chart_name,week_date,peak_position,weeks_on_chart
3641,14050,2,Latin Beats,2020-06-02,192,42
3642,5329,117,APAC Pulse,2024-12-08,58,26
3643,6084,8,EU Top 200,2023-07-14,150,1
3644,14406,84,APAC Pulse,2021-06-10,91,23
3645,5744,225,Latin Beats,2023-03-01,102,10
3646,6623,167,Latin Beats,2020-02-16,200,25
3647,944,239,Alternative 50,2022-09-30,140,3
3648,9546,24,Global Weekly,2022-05-06,37,46
3649,3714,221,Dance/Electronic 40,2022-10-13,46,15
3650,2624,164,APAC Pulse,2023-10-26,82,12
3651,9855,222,APAC Pulse,2016-06-01,80,29
3652,4687,169,APAC Pulse,2020-01-19,4,18
3653,3042,241,EU Top 200,2024-03-10,34,39
3654,4814,98,Alternative 50,2023-04-14,3,22
3655,7734,61,APAC Pulse,2023-06-17,160,3
3656,6838,79,Global Weekly,2024-11-09,176,34
3657,14675,160,Dance/Electronic 40,2023-07-29,26,27
3658,3469,92,Latin Beats,2023-01-20,96,51
3659,10071,177,Alternative 50,2024-09-19,88,30
3660,13441,164,APAC Pulse,2024-01-27,143,27
3661,8575,166,Global Weekly,2016-08-31,93,15
3662,14825,156,APAC Pulse,2020-12-30,177,22
3663,2448,17,US Hot 100,2020-09-30,57,40
3664,9217,206,Dance/Electronic 40,2023-09-11,200,50
3665,8580,174,Alternative 50,2022-12-02,109,48
3666,7841,188,US Hot 100,2024-04-21,184,21
3667,12300,131,Urban Chart,2017-11-22,99,39
3668,8008,86,Urban Chart,2020-04-29,184,24
3669,13315,80,US Hot 100,2024-05-10,181,28
3670,2855,99,EU Top 200,2024-03-03,116,9
3671,14667,28,Global Weekly,2018-04-25,55,26
3672,14539,96,Global Weekly,2020-10-03,107,34
3673,7863,150,US Hot 100,2021-07-27,80,10
3674,2331,174,APAC Pulse,2022-04-01,35,29
3675,9781,184,Urban Chart,2023-05-01,125,15
3676,10908,127,Latin Beats,2022-09-27,111,34
3677,13564,162,Global Weekly,2017-05-24,150,21
3678,2633,29,US Hot 100,2019-07-29,16,10
3679,114,114,APAC Pulse,2024-08-21,106,8
3680,3022,48,US Hot 100,2018-12-12,157,52
3681,11215,183,Global Weekly,2017-01-11,109,9
3682,5565,111,APAC Pulse,2015-07-22,159,12
3683,3261,22,Alternative 50,2021-12-08,186,46
3684,143,143,Global Weekly,2021-09-01,150,29
3685,2803,205,Latin Beats,2020-08-12,9,48
3686,8981,61,Alternative 50,2024-04-28,26,52
3687,1599,37,US Hot 100,2024-07-15,32,47
3688,14470,144,APAC Pulse,2023-05-09,128,42
3689,12978,218,Alternative 50,2024-01-06,39,42
3690,13454,81,Urban Chart,2019-08-04,158,14
3691,12374,175,Latin Beats,2020-09-23,189,33
3692,1046,123,APAC Pulse,2019-09-11,14,18
3693,14292,122,APAC Pulse,2019-01-30,161,2
3694,11162,132,Global Weekly,2018-03-14,36,16
3695,7705,140,Alternative 50,2022-01-06,41,4
3696,122,122,APAC Pulse,2021-10-05,103,18
3697,3497,8,Global Weekly,2023-01-21,165,52
3698,3374,15,APAC Pulse,2023-11-01,68,17
3699,2943,230,EU Top 200,2024-07-28,123,51
3700,13065,230,Global Weekly,2022-09-20,130,52
3701,10046,125,Global Weekly,2020-08-25,151,20
3702,6704,187,Urban Chart,2018-09-26,35,37
3703,6447,192,Global Weekly,2024-09-11,145,50
3704,9379,157,Latin Beats,2023-02-03,25,34
3705,13968,80,Dance/Electronic 40,2022-06-27,181,32
3706,378,236,EU Top 200,2024-10-27,17,30
3707,3001,49,EU Top 200,2020-05-13,97,23
3708,7220,195,Global Weekly,2018-09-26,113,4
3709,4955,180,Global Weekly,2023-07-27,100,50
3710,7497,173,EU Top 200,2024-11-03,37,20
3711,2938,46,Latin Beats,2024-03-27,79,22
3712,9524,146,Dance/Electronic 40,2024-08-30,91,12
3713,8350,153,Alternative 50,2024-06-09,135,38
3714,3995,175,Global Weekly,2021-02-24,162,13
3715,4388,70,Dance/Electronic 40,2020-11-18,74,35
3716,10224,25,Alternative 50,2021-02-24,190,4
3717,13672,95,APAC Pulse,2023-01-07,156,15
3718,948,82,Dance/Electronic 40,2019-05-22,21,33
3719,4523,121,APAC Pulse,2021-02-13,83,45
3720,9073,87,Global Weekly,2022-07-01,121,45
3721,5176,50,US Hot 100,2015-05-06,4,29
3722,4543,229,EU Top 200,2019-10-12,110,2
3723,1402,183,Alternative 50,2024-09-11,18,51
3724,9599,87,US Hot 100,2024-07-19,120,22
3725,5337,192,APAC Pulse,2024-11-09,20,52
3726,12946,118,Alternative 50,2022-04-27,56,19
3727,14542,207,Alternative 50,2024-03-17,106,17
3728,10463,90,US Hot 100,2022-06-09,2,31
3729,6158,201,Urban Chart,2016-03-09,165,25
3730,13687,77,Urban Chart,2017-01-11,164,4
3731,13075,222,Global Weekly,2016-03-09,171,17
3732,310,82,Urban Chart,2024-09-25,71,29
3733,410,21,Dance/Electronic 40,2023-10-26,36,42
3734,1231,216,APAC Pulse,2019-12-04,2,9
3735,13413,69,Global Weekly,2024-04-12,28,15
3736,6979,82,Dance/Electronic 40,2023-07-29,195,35
3737,7280,54,EU Top 200,2021-10-16,50,28
3738,5511,30,APAC Pulse,2022-08-11,105,37
3739,4617,107,EU Top 200,2024-05-31,157,30
3740,236,236,US Hot 100,2024-10-20,45,19
3741,5369,188,Alternative 50,2024-01-27,30,18
3742,2093,19,Alternative 50,2020-05-06,185,3
3743,5686,22,EU Top 200,2022-05-27,38,35
3744,7624,193,EU Top 200,2024-12-04,118,37
3745,4155,18,EU Top 200,2022-06-06,151,37
3746,11268,136,Urban Chart,2018-10-27,46,7
3747,5700,22,Alternative 50,2023-05-27,55,49
3748,231,231,Dance/Electronic 40,2020-06-08,196,46
3749,11923,34,Global Weekly,2024-11-08,26,51
3750,10969,35,US Hot 100,2015-04-22,168,46
3751,8137,239,US Hot 100,2024-06-09,128,50
3752,4410,150,APAC Pulse,2020-10-27,103,10
3753,1405,55,Dance/Electronic 40,2022-10-16,152,28
3754,2391,3,Urban Chart,2022-06-10,59,11
3755,14803,140,APAC Pulse,2024-02-25,69,12
3756,5467,24,US Hot 100,2019-08-17,195,50
3757,5315,22,APAC Pulse,2015-10-28,187,28
3758,5143,60,Urban Chart,2019-02-06,164,37
3759,12238,106,Latin Beats,2023-06-13,85,12
3760,5990,207,Dance/Electronic 40,2021-03-08,66,50
3761,6301,117,EU Top 200,2015-05-13,139,13
3762,5323,64,APAC Pulse,2018-06-06,52,36
3763,14947,175,Alternative 50,2018-12-26,177,1
3764,442,122,APAC Pulse,2021-07-28,6,23
3765,12166,54,US Hot 100,2024-06-10,11,30
3766,9837,86,Dance/Electronic 40,2024-12-29,35,4
3767,2897,219,US Hot 100,2023-10-04,85,50
3768,1167,212,EU Top 200,2021-06-02,11,33
3769,11414,160,Dance/Electronic 40,2020-12-07,156,28
3770,11194,34,EU Top 200,2023-11-01,57,32
3771,12045,31,EU Top 200,2020-05-11,181,31
3772,8736,214,Latin Beats,2024-08-02,3,6
3773,1447,213,Latin Beats,2024-02-18,72,9
3774,5075,218,US Hot 100,2016-11-02,25,30
3775,3380,188,APAC Pulse,2022-12-30,189,36
3776,10137,92,Global Weekly,2018-12-29,170,36
3777,2109,122,Global Weekly,2021-08-25,95,28
3778,14125,193,Global Weekly,2017-04-19,183,37
3779,4312,185,APAC Pulse,2021-05-26,149,28
3780,11128,198,Global Weekly,2022-11-24,124,40
3781,10506,43,Urban Chart,2024-11-03,137,28
3782,9724,7,APAC Pulse,2017-10-11,12,34
3783,8062,217,Alternative 50,2023-07-14,33,32
3784,8707,198,Latin Beats,2021-10-21,75,21
3785,5210,177,EU Top 200,2022-10-28,65,38
3786,4264,73,Global Weekly,2017-01-25,36,30
3787,9186,211,Latin Beats,2024-08-11,130,19
3788,13013,80,Latin Beats,2024-07-13,172,14
3789,13884,118,Global Weekly,2022-09-06,129,7
3790,14059,122,EU Top 200,2023-03-25,138,42
3791,12863,75,US Hot 100,2023-07-06,64,49
3792,12499,77,Urban Chart,2020-12-21,185,7
3793,646,166,US Hot 100,2024-10-30,68,20
3794,1551,61,Dance/Electronic 40,2024-10-26,23,37
3795,11514,230,Dance/Electronic 40,2022-12-16,121,5
3796,7564,105,Alternative 50,2023-02-22,105,3
3797,11646,222,US Hot 100,2024-07-17,129,32
3798,5998,80,Latin Beats,2021-01-06,167,23
3799,12006,117,APAC Pulse,2024-01-10,126,41
3800,2253,247,Urban Chart,2023-04-25,103,42
3801,12281,16,Global Weekly,2015-07-08,96,42
3802,1666,212,US Hot 100,2018-02-07,105,3
3803,8607,41,EU Top 200,2016-03-16,57,17
3804,6779,199,APAC Pulse,2022-11-25,40,11
3805,8878,10,APAC Pulse,2023-08-26,173,7
3806,1812,126,US Hot 100,2023-07-22,6,45
3807,13486,234,APAC Pulse,2024-07-14,86,11
3808,10600,130,Alternative 50,2021-03-24,188,25
3809,7007,132,APAC Pulse,2024-07-18,71,10
3810,7259,228,US Hot 100,2021-08-15,115,36
3811,12630,157,EU Top 200,2024-04-28,175,29
3812,6184,143,Dance/Electronic 40,2015-06-17,71,42
3813,1653,241,US Hot 100,2020-08-18,90,45
3814,5051,8,Urban Chart,2023-08-11,92,23
3815,2781,231,US Hot 100,2023-10-02,116,46
3816,14950,77,US Hot 100,2015-09-23,194,20
3817,8459,73,EU Top 200,2021-11-10,59,18
3818,14934,170,APAC Pulse,2023-02-13,5,16
3819,8622,239,Alternative 50,2023-09-02,66,46
3820,12440,126,APAC Pulse,2024-12-31,187,13
3821,2485,233,EU Top 200,2022-07-26,197,6
3822,3913,124,APAC Pulse,2024-05-08,147,38
3823,5233,138,Urban Chart,2019-01-02,25,18
3824,6218,227,US Hot 100,2018-11-28,197,12
3825,10786,166,Global Weekly,2016-11-30,94,49
3826,9389,92,Global Weekly,2024-04-18,28,14
3827,8897,107,US Hot 100,2022-08-11,53,1
3828,4266,191,Latin Beats,2015-09-02,72,51
3829,10362,83,Global Weekly,2020-09-01,16,29
3830,658,129,Global Weekly,2018-07-11,10,47
3831,4336,174,EU Top 200,2022-02-17,57,12
3832,9269,131,Global Weekly,2023-12-24,162,23
3833,12395,82,Alternative 50,2019-06-26,9,13
3834,11027,146,Alternative 50,2024-12-20,13,37
3835,11418,42,US Hot 100,2021-05-20,84,32
3836,10866,135,APAC Pulse,2023-12-13,53,36
3837,12038,183,Urban Chart,2022-06-29,45,20
3838,7286,47,Alternative 50,2018-05-02,113,24
3839,1789,166,Urban Chart,2016-05-04,45,19
3840,12698,144,APAC Pulse,2024-03-03,97,36
3841,12639,84,EU Top 200,2024-06-21,106,5
3842,14464,25,APAC Pulse,2016-05-18,154,33
3843,14770,141,Urban Chart,2018-12-19,149,6
3844,10637,246,US Hot 100,2022-02-12,183,13
3845,12516,157,Global Weekly,2022-09-16,36,45
3846,6096,28,US Hot 100,2024-02-02,150,33
3847,1066,152,Dance/Electronic 40,2024-04-28,59,49
3848,13890,179,Dance/Electronic 40,2017-09-27,147,51
3849,1531,17,Urban Chart,2023-05-17,45,15
3850,306,131,Latin Beats,2015-10-14,36,37
3851,3249,166,Dance/Electronic 40,2024-04-27,104,21
3852,2479,32,Latin Beats,2023-10-28,111,26
3853,2474,123,Global Weekly,2017-03-01,139,1
3854,14288,250,Dance/Electronic 40,2015-11-11,53,10
3855,3007,147,Latin Beats,2024-01-14,15,13
3856,13844,229,US Hot 100,2017-09-30,172,25
3857,5719,6,EU Top 200,2024-11-12,47,51
3858,13461,122,Global Weekly,2019-05-01,89,3
3859,3927,201,EU Top 200,2015-05-06,40,10
3860,7971,28,Global Weekly,2023-02-06,142,8
3861,3406,64,Global Weekly,2022-12-14,28,24
3862,9274,206,Urban Chart,2016-08-03,148,7
3863,9549,30,Urban Chart,2023-09-09,64,34
3864,3891,89,Latin Beats,2022-07-06,133,24
3865,2291,17,US Hot 100,2019-07-24,168,15
3866,13392,162,US Hot 100,2019-11-20,110,15
3867,5032,22,Alternative 50,2023-04-29,135,25
3868,7175,246,APAC Pulse,2017-06-07,2,20
3869,943,183,Latin Beats,2019-06-19,127,47
3870,11760,81,Dance/Electronic 40,2016-08-24,76,14
3871,14477,242,Global Weekly,2024-12-06,103,29
3872,14725,160,Urban Chart,2023-07-22,50,42
3873,9725,89,Alternative 50,2017-11-02,46,1
3874,12203,25,EU Top 200,2024-07-03,168,8
3875,10655,29,Alternative 50,2021-05-15,4,12
3876,13904,19,Dance/Electronic 40,2018-04-04,65,14
3877,557,193,EU Top 200,2016-12-14,176,50
3878,312,58,Alternative 50,2017-05-03,13,36
3879,3736,124,EU Top 200,2024-11-29,150,15
3880,11313,65,EU Top 200,2022-04-29,89,36
3881,5056,243,Alternative 50,2023-03-04,18,29
3882,2482,23,US Hot 100,2019-05-22,107,14
3883,3531,19,US Hot 100,2015-06-03,185,46
3884,11928,215,US Hot 100,2021-09-16,116,46
3885,1123,122,Latin Beats,2024-05-04,128,2
3886,9832,65,US Hot 100,2023-04-07,10,33
3887,7934,2,Alternative 50,2022-05-20,14,38
3888,2469,134,Alternative 50,2023-03-04,84,17
3889,8982,231,US Hot 100,2019-11-25,60,29
3890,11025,235,EU Top 200,2024-02-04,117,18
3891,9800,163,Dance/Electronic 40,2015-04-15,92,19
3892,1275,203,Urban Chart,2019-08-14,101,47
3893,12566,138,Latin Beats,2020-09-02,159,12
3894,2753,95,APAC Pulse,2024-07-12,194,41
3895,3734,206,Alternative 50,2021-07-07,158,24
3896,3952,250,EU Top 200,2018-02-14,155,7
3897,14638,233,APAC Pulse,2023-04-27,146,19
3898,14193,37,Alternative 50,2024-09-30,82,51
3899,13396,27,Latin Beats,2024-06-26,42,46
3900,3685,107,Dance/Electronic 40,2018-11-21,41,7
3901,9938,121,EU Top 200,2024-05-01,56,16
3902,4629,79,Dance/Electronic 40,2024-07-28,195,35
3903,5098,201,Urban Chart,2024-06-23,109,2
3904,10991,13,EU Top 200,2016-12-07,136,24
3905,5562,201,Latin Beats,2017-05-24,110,20
3906,14261,122,Global Weekly,2022-09-27,134,44
3907,14286,109,Urban Chart,2015-04-29,199,12
3908,11164,30,Alternative 50,2024-02-02,91,17
3909,8348,53,Latin Beats,2022-03-30,91,18
3910,6894,213,Alternative 50,2020-06-24,45,47
3911,8557,221,Dance/Electronic 40,2019-04-10,187,4
3912,2516,31,EU Top 200,2024-12-16,28,16
3913,2266,60,Alternative 50,2023-03-29,180,32
3914,4883,60,Global Weekly,2021-09-22,129,25
3915,13356,231,Latin Beats,2020-09-21,2,17
3916,9629,185,APAC Pulse,2024-08-20,184,9
3917,9826,136,Latin Beats,2024-04-07,195,28
3918,5514,121,APAC Pulse,2016-12-21,158,1
3919,14652,107,Dance/Electronic 40,2020-07-01,43,24
3920,12714,160,Alternative 50,2015-03-25,180,34
3921,6788,76,Global Weekly,2022-10-17,103,46
3922,14727,90,Global Weekly,2015-02-11,157,18
3923,3950,200,EU Top 200,2020-01-01,188,37
3924,8433,183,APAC Pulse,2019-01-30,169,38
3925,1707,115,Alternative 50,2024-12-24,168,50
3926,2458,166,Latin Beats,2017-05-17,32,51
3927,5416,169,US Hot 100,2024-06-26,181,22
3928,10296,117,Dance/Electronic 40,2022-04-14,147,18
3929,3664,125,EU Top 200,2024-06-12,130,23
3930,6397,105,Global Weekly,2017-10-11,27,40
3931,1716,34,Global Weekly,2022-09-30,126,13
3932,14229,206,Alternative 50,2019-05-27,135,26
3933,5739,8,Urban Chart,2024-09-02,170,12
3934,6742,200,EU Top 200,2023-04-26,49,29
3935,5912,191,Latin Beats,2022-06-29,136,22
3936,1650,81,US Hot 100,2024-08-22,105,42
3937,3416,70,Alternative 50,2024-04-17,123,15
3938,7191,58,Latin Beats,2023-08-11,175,23
3939,12041,1,Latin Beats,2021-01-06,59,26
3940,5653,242,Alternative 50,2020-06-10,12,43
3941,3673,246,Alternative 50,2021-07-27,196,28
3942,1515,77,EU Top 200,2019-10-23,79,8
3943,6314,27,Latin Beats,2024-07-10,195,52
3944,9808,173,Global Weekly,2020-05-25,163,24
3945,14030,77,US Hot 100,2016-10-26,88,28
3946,8986,207,Urban Chart,2019-06-03,71,26
3947,692,65,Global Weekly,2022-04-29,160,2
3948,8016,128,Alternative 50,2020-10-01,170,26
3949,12083,178,Global Weekly,2024-01-14,172,28
3950,5633,179,Alternative 50,2022-01-19,27,21
3951,3428,114,APAC Pulse,2024-01-31,46,40
3952,10488,211,APAC Pulse,2023-10-10,91,23
3953,1263,216,Dance/Electronic 40,2018-07-18,67,34
3954,2757,27,Alternative 50,2021-08-18,104,4
3955,9106,101,Global Weekly,2024-01-10,65,48
3956,6014,216,Dance/Electronic 40,2016-03-30,36,47
3957,519,14,Global Weekly,2024-01-28,35,12
3958,5262,82,Latin Beats,2019-06-05,180,23
3959,8759,63,Alternative 50,2022-01-12,33,6
3960,562,171,EU Top 200,2021-10-28,194,22
3961,2365,46,APAC Pulse,2023-07-30,21,46
3962,6955,42,Dance/Electronic 40,2017-02-09,41,6
3963,2382,35,Dance/Electronic 40,2022-04-28,122,31
3964,7742,35,EU Top 200,2023-04-19,198,45
3965,14872,97,Latin Beats,2017-09-27,171,21
3966,14907,143,Urban Chart,2018-02-07,7,28
3967,7161,177,US Hot 100,2023-04-21,39,2
3968,10862,230,Urban Chart,2024-11-08,169,1
3969,1543,49,APAC Pulse,2020-04-05,105,41
3970,2739,19,APAC Pulse,2022-11-28,166,6
3971,5072,50,EU Top 200,2024-04-07,188,38
3972,11365,18,Latin Beats,2022-06-20,117,36
3973,8858,121,Global Weekly,2015-04-08,8,15
3974,3566,136,US Hot 100,2022-07-06,121,40
3975,1197,46,Global Weekly,2020-10-28,91,24
3976,9838,14,Urban Chart,2021-05-20,153,6
3977,2180,225,Global Weekly,2020-12-21,5,16
3978,10165,177,EU Top 200,2024-11-03,67,10
3979,5679,32,APAC Pulse,2015-04-15,48,10
3980,3870,32,US Hot 100,2024-03-31,99,8
3981,11500,6,EU Top 200,2024-07-19,153,6
3982,8934,68,Urban Chart,2022-05-07,90,20
3983,4832,147,Alternative 50,2024-06-02,153,50
3984,3222,32,Alternative 50,2024-02-11,94,38
3985,6717,176,APAC Pulse,2021-04-29,106,16
3986,3142,88,Urban Chart,2023-04-28,186,16
3987,3903,141,Urban Chart,2024-02-22,55,48
3988,4787,162,Alternative 50,2023-03-20,39,14
3989,6209,248,EU Top 200,2023-02-15,189,52
3990,12066,39,Alternative 50,2023-06-13,73,42
3991,2688,99,Global Weekly,2021-06-24,59,52
3992,7536,12,Global Weekly,2021-09-22,35,38
3993,11810,233,EU Top 200,2018-09-19,191,46
3994,10580,66,Urban Chart,2023-01-15,33,18
3995,14963,42,APAC Pulse,2019-04-29,97,7
3996,8520,54,Urban Chart,2021-06-14,66,31
3997,6735,243,Alternative 50,2019-08-04,104,43
3998,1623,50,Alternative 50,2021-09-28,97,4
3999,6003,58,Alternative 50,2023-12-15,101,39
4000,8801,59,Global Weekly,2022-07-22,82,22
4001,12271,67,Urban Chart,2020-08-30,110,6
4002,10262,143,Urban Chart,2017-04-26,98,41
4003,9119,239,Dance/Electronic 40,2022-09-23,63,33
4004,7494,34,Urban Chart,2022-02-09,187,6
4005,3021,94,EU Top 200,2019-05-06,71,30
4006,732,162,Global Weekly,2021-12-14,160,39
4007,11719,196,Urban Chart,2024-03-01,26,24
4008,13636,46,Dance/Electronic 40,2020-02-03,24,50
4009,869,156,Global Weekly,2019-01-10,16,30
4010,7858,125,Alternative 50,2021-03-23,178,50
4011,2418,51,Dance/Electronic 40,2023-01-04,120,9
4012,2587,75,Global Weekly,2023-04-17,41,35
4013,5267,198,Alternative 50,2020-01-21,169,18
4014,9744,87,Urban Chart,2020-01-08,189,16
4015,12534,145,Dance/Electronic 40,2022-04-13,87,1
4016,3257,44,Global Weekly,2022-02-08,126,12
4017,13434,225,Dance/Electronic 40,2019-09-04,92,23
4018,10895,58,Latin Beats,2023-01-07,21,15
4019,8825,98,EU Top 200,2023-04-14,171,46
4020,12903,91,Global Weekly,2020-01-14,183,12
4021,13959,125,Urban Chart,2015-12-09,77,7
4022,1349,6,Dance/Electronic 40,2023-05-13,35,6
4023,5999,99,Alternative 50,2024-06-10,127,52
4024,2772,55,Latin Beats,2024-06-20,125,25
4025,227,227,APAC Pulse,2022-11-28,79,15
4026,9108,170,EU Top 200,2022-04-18,39,4
4027,14607,19,Urban Chart,2021-03-21,83,51
4028,10847,49,Alternative 50,2023-06-14,49,33
4029,3994,52,Urban Chart,2021-05-20,50,40
4030,9040,160,Alternative 50,2024-01-26,49,22
4031,11180,12,Global Weekly,2015-03-18,174,50
4032,1974,151,APAC Pulse,2023-07-12,166,47
4033,9209,38,Urban Chart,2024-07-07,8,14
4034,6483,136,Urban Chart,2023-09-20,192,33
4035,7426,122,APAC Pulse,2024-06-26,142,7
4036,8321,58,Urban Chart,2023-07-07,127,22
4037,3536,82,US Hot 100,2024-10-12,143,49
4038,5156,111,Dance/Electronic 40,2023-04-17,153,29
4039,13308,143,EU Top 200,2019-08-21,10,42
4040,11014,189,US Hot 100,2024-10-25,91,17
4041,6061,15,Alternative 50,2024-05-23,55,13
4042,6890,131,Urban Chart,2022-07-27,109,37
4043,8663,183,Global Weekly,2024-05-01,173,10
4044,4454,236,Global Weekly,2023-10-07,195,45
4045,1726,250,Dance/Electronic 40,2022-03-23,31,42
4046,5707,212,EU Top 200,2019-01-23,180,48
4047,14599,98,Global Weekly,2022-06-17,41,14
4048,1678,43,Global Weekly,2021-08-15,167,43
4049,11240,56,Alternative 50,2017-08-23,173,34
4050,9653,248,APAC Pulse,2015-11-18,6,48
4051,11412,160,EU Top 200,2019-05-29,94,50
4052,9228,114,APAC Pulse,2024-10-02,148,19
4053,989,19,Alternative 50,2021-03-07,186,52
4054,5801,242,Global Weekly,2022-11-11,10,29
4055,6058,104,Urban Chart,2024-05-31,21,48
4056,9361,143,Dance/Electronic 40,2024-03-20,134,35
4057,10924,21,Global Weekly,2021-08-19,149,36
4058,5150,225,Latin Beats,2020-06-01,11,28
4059,2312,75,EU Top 200,2022-03-24,89,50
4060,14994,102,APAC Pulse,2020-01-28,155,12
4061,6473,203,US Hot 100,2021-04-14,57,52
4062,7027,39,Global Weekly,2024-02-11,16,51
4063,7348,68,Global Weekly,2019-04-03,100,34
4064,1360,160,Urban Chart,2024-01-13,90,13
4065,1961,72,Alternative 50,2022-12-30,23,42
4066,351,52,Dance/Electronic 40,2022-07-05,133,11
4067,1579,128,Latin Beats,2019-08-26,69,50
4068,8571,48,APAC Pulse,2017-03-08,188,8
4069,13700,71,Alternative 50,2016-12-28,18,31
4070,1606,181,EU Top 200,2022-03-25,175,33
4071,6616,36,Dance/Electronic 40,2024-05-19,169,35
4072,4527,34,Urban Chart,2021-01-06,18,27
4073,4203,73,EU Top 200,2019-03-06,54,33
4074,12666,97,US Hot 100,2022-09-28,55,23
4075,7554,29,US Hot 100,2021-09-27,6,26
4076,9031,172,Dance/Electronic 40,2020-12-16,93,10
4077,530,144,Global Weekly,2024-01-21,25,39
4078,835,109,Global Weekly,2018-09-12,54,16
4079,10703,92,Global Weekly,2020-04-27,154,29
4080,3621,95,APAC Pulse,2024-04-07,182,22
4081,749,124,Latin Beats,2020-12-02,44,27
4082,4579,161,Latin Beats,2020-02-12,158,20
4083,13622,52,Global Weekly,2019-05-20,191,39
4084,5198,221,US Hot 100,2023-03-23,106,47
4085,10810,58,Urban Chart,2024-11-23,141,6
4086,12746,90,US Hot 100,2021-02-10,67,8
4087,8428,58,Alternative 50,2018-05-26,184,27
4088,9691,218,Urban Chart,2021-03-24,112,48
4089,8749,206,Global Weekly,2018-11-07,21,15
4090,13720,147,Urban Chart,2024-01-21,21,24
4091,886,232,Latin Beats,2023-12-29,93,39
4092,10443,73,Dance/Electronic 40,2022-05-04,57,18
4093,10327,132,APAC Pulse,2021-04-01,67,21
4094,13099,242,Urban Chart,2016-01-27,162,30
4095,8212,168,APAC Pulse,2016-12-21,67,41
4096,3037,80,Latin Beats,2022-07-25,149,32
4097,2565,69,Alternative 50,2024-08-31,87,22
4098,928,50,APAC Pulse,2024-07-28,43,25
4099,9453,188,APAC Pulse,2022-08-26,39,6
4100,5872,32,Alternative 50,2020-11-22,9,17
4101,14206,138,Dance/Electronic 40,2018-03-14,101,39
4102,1744,41,APAC Pulse,2021-12-08,63,19
4103,8038,164,APAC Pulse,2022-11-02,1,44
4104,12211,89,APAC Pulse,2024-03-27,4,44
4105,9100,101,APAC Pulse,2024-10-13,131,1
4106,3505,41,Dance/Electronic 40,2024-12-25,143,28
4107,7902,192,Urban Chart,2023-09-02,2,14
4108,2319,125,Dance/Electronic 40,2020-06-17,27,45
4109,7969,228,US Hot 100,2021-03-03,168,2
4110,4580,205,US Hot 100,2016-10-05,30,15
4111,1777,96,US Hot 100,2019-04-04,110,31
4112,753,3,EU Top 200,2024-05-24,128,3
4113,12972,6,Dance/Electronic 40,2023-08-18,127,16
4114,8882,6,Latin Beats,2021-09-30,77,40
4115,12943,22,APAC Pulse,2023-10-27,57,41
4116,10573,244,Latin Beats,2024-06-15,118,23
4117,14416,111,Alternative 50,2018-09-26,112,45
4118,10155,170,Global Weekly,2019-12-02,147,50
4119,10449,176,US Hot 100,2017-11-16,147,4
4120,6328,10,Dance/Electronic 40,2016-10-12,4,46
4121,14776,69,EU Top 200,2022-01-07,96,32
4122,5814,245,APAC Pulse,2023-03-05,109,12
4123,8823,197,US Hot 100,2024-02-11,77,48
4124,2785,56,APAC Pulse,2024-08-02,36,43
4125,3027,38,Urban Chart,2022-12-06,146,18
4126,13273,86,Latin Beats,2023-04-24,159,42
4127,7849,68,EU Top 200,2017-01-11,29,28
4128,12929,222,APAC Pulse,2022-05-25,120,35
4129,12039,188,Alternative 50,2024-03-03,142,39
4130,9417,99,EU Top 200,2018-03-21,51,7
4131,3101,128,EU Top 200,2020-02-17,37,51
4132,580,136,US Hot 100,2018-10-03,112,11
4133,7884,37,Dance/Electronic 40,2022-04-21,5,41
4134,12088,15,APAC Pulse,2017-10-26,42,9
4135,6994,93,Urban Chart,2020-12-06,136,45
4136,5160,83,Alternative 50,2024-12-29,124,12
4137,6390,225,APAC Pulse,2021-05-19,83,44
4138,5254,107,EU Top 200,2024-05-22,176,8
4139,12520,36,Alternative 50,2023-08-25,63,36
4140,14591,62,Global Weekly,2024-10-19,113,30
4141,8437,73,Urban Chart,2018-04-25,51,11
4142,12578,39,APAC Pulse,2021-09-22,86,41
4143,7410,73,Dance/Electronic 40,2017-02-22,77,39
4144,2867,2,Dance/Electronic 40,2021-12-21,11,19
4145,3963,160,Global Weekly,2024-02-24,103,46
4146,7176,56,Latin Beats,2024-10-17,181,3
4147,10721,235,Dance/Electronic 40,2020-11-11,179,46
4148,7910,160,US Hot 100,2021-03-21,138,45
4149,12381,198,EU Top 200,2023-01-07,95,4
4150,11331,153,US Hot 100,2024-08-10,2,33
4151,14397,49,Latin Beats,2017-05-10,67,7
4152,9584,85,EU Top 200,2021-11-24,155,46
4153,9547,69,Urban Chart,2023-05-25,22,31
4154,7210,225,Dance/Electronic 40,2021-05-03,84,49
4155,12688,174,Alternative 50,2021-07-22,21,17
4156,9235,57,Dance/Electronic 40,2024-11-04,124,3
4157,13172,24,Urban Chart,2017-06-03,8,47
4158,10031,162,APAC Pulse,2024-08-24,123,10
4159,43,43,EU Top 200,2021-03-28,26,31
4160,388,58,Urban Chart,2018-12-22,130,18
4161,9968,75,Global Weekly,2024-02-01,181,18
4162,6298,111,APAC Pulse,2017-01-11,173,4
4163,12917,179,Alternative 50,2021-07-05,174,34
4164,10725,141,Urban Chart,2015-04-29,100,32
4165,3468,51,Global Weekly,2016-10-26,11,22
4166,8762,207,Global Weekly,2024-11-18,59,15
