track_id,tempo_bpm,energy,danceability,valence,acousticness,loudness_db,instrumentalness
6208,195.8,0.435,0.907,0.653,0.323,-2.64,0.184
6209,125.0,0.396,0.671,0.097,0.799,-26.94,0.879
6210,174.3,0.399,0.309,0.696,0.4,-27.76,0.211
6211,152.6,0.7,0.138,0.773,0.816,-22.8,0.733
6212,101.1,0.4,0.381,0.069,0.544,-10.46,0.303
6213,121.8,0.567,0.978,0.107,0.396,-8.69,0.899
6214,135.6,0.294,0.412,0.053,0.927,-6.03,0.493
6215,127.5,0.635,0.807,0.497,0.055,-29.8,0.268
6216,143.0,0.641,0.941,0.376,0.938,-14.72,0.337
6217,67.4,0.527,0.724,0.389,0.232,-17.76,0.87
6218,157.1,0.732,0.841,0.743,0.293,-15.84,0.737
6219,187.6,0.379,0.613,0.887,0.308,-9.18,0.146
6220,109.6,0.778,0.346,0.353,0.662,-9.84,0.709
6221,158.6,0.839,0.35,0.834,0.283,-11.49,0.607
6222,87.1,0.419,0.231,0.758,0.956,-16.13,0.388
6223,142.3,0.468,0.235,0.128,0.461,-4.86,0.22
6224,100.2,0.382,0.345,0.371,0.876,-21.52,0.226
6225,67.6,0.351,0.919,0.278,0.475,-16.17,0.222
6226,108.3,0.594,0.6,0.471,0.004,-13.64,0.603
6227,176.5,0.379,0.571,0.812,0.334,-6.35,0.719
6228,138.0,0.701,0.186,0.275,0.067,-4.34,0.104
6229,99.4,0.558,0.355,0.702,0.568,-23.14,0.532
6230,190.2,0.652,0.587,0.059,0.148,-12.67,0.112
6231,158.0,0.438,0.403,0.91,0.803,-10.38,0.305
6232,76.4,0.662,0.463,0.032,0.029,-6.78,0.04
6233,185.7,0.549,0.236,0.974,0.338,-17.48,0.42
6234,133.5,0.656,0.41,0.743,0.385,-3.69,0.036
6235,156.0,0.734,0.503,0.998,0.985,-15.86,0.833
6236,192.8,0.326,0.749,0.118,0.385,-11.96,0.689
6237,99.6,0.382,0.432,0.797,0.751,-17.68,0.273
6238,116.1,0.416,0.921,0.098,0.644,-27.04,0.641
6239,81.1,0.754,0.389,0.931,0.266,-19.38,0.939
6240,89.6,0.537,0.243,0.302,0.535,-2.75,0.535
6241,181.9,0.225,0.899,0.566,0.458,-5.95,0.865
6242,62.8,0.566,0.897,0.314,0.257,-24.72,0.895
6243,82.6,0.723,0.653,0.146,0.821,-14.13,0.362
6244,92.1,0.455,0.76,0.49,0.918,-3.86,0.956
6245,120.6,0.611,0.626,0.977,0.768,-14.85,0.543
6246,130.9,0.375,0.222,0.333,0.271,-26.26,0.108
6247,191.2,0.497,0.775,0.144,0.938,-5.06,0.225
6248,134.0,0.734,0.261,0.096,0.566,-25.76,0.087
6249,173.1,0.284,0.865,0.641,0.078,-21.6,0.819
6250,110.9,0.622,0.134,0.871,0.898,-25.99,0.279
6251,192.1,0.572,0.887,0.954,0.835,-14.73,0.856
6252,147.4,0.712,0.44,0.621,0.802,-24.39,0.566
6253,120.1,0.491,0.108,0.611,0.501,-3.37,0.926
6254,111.4,0.44,0.163,0.084,0.234,-7.08,0.114
6255,198.6,0.574,0.339,0.014,0.622,-9.38,0.292
6256,62.0,0.853,0.167,0.986,0.363,-28.76,0.105
6257,159.9,0.536,0.171,0.174,0.32,-4.39,0.089
6258,181.2,0.738,0.649,0.514,0.369,-5.92,0.585
6259,159.3,0.4,0.557,0.067,0.375,-15.79,0.603
6260,186.5,0.437,0.78,0.806,0.599,-19.05,0.507
6261,91.0,0.68,0.375,0.165,0.615,-15.3,0.147
6262,69.7,0.529,0.96,0.607,0.629,-23.46,0.462
6263,83.1,0.699,0.341,0.091,0.23,-19.43,0.193
6264,99.2,0.561,0.777,0.913,0.74,-17.1,0.109
6265,166.8,0.623,0.471,0.989,0.635,-12.0,0.575
6266,99.9,0.255,0.69,0.946,0.369,-16.52,0.517
6267,145.2,0.752,0.952,0.273,0.191,-18.39,0.224
6268,147.6,0.539,0.108,0.652,0.3,-8.3,0.26
6269,140.9,0.299,0.678,0.672,0.889,-19.2,0.722
6270,195.6,0.556,0.808,0.835,0.087,-23.68,0.394
6271,161.7,0.749,0.945,0.024,0.717,-22.65,0.957
6272,64.7,0.367,0.194,0.539,0.569,-15.52,0.922
6273,114.4,0.796,0.589,0.749,0.828,-14.9,0.967
6274,109.1,0.413,0.645,0.797,0.491,-16.64,0.943
6275,86.3,0.496,0.405,0.447,0.379,-12.32,0.139
6276,97.0,0.612,0.539,0.378,0.331,-11.23,0.189
6277,138.5,0.477,0.946,0.153,0.753,-23.56,0.576
6278,137.2,0.755,0.314,0.278,0.032,-14.78,0.866
6279,146.5,0.408,0.318,0.693,0.674,-3.61,0.549
6280,105.0,0.597,0.956,0.289,0.169,-7.5,0.233
6281,93.4,0.711,0.808,0.809,0.397,-15.89,0.582
6282,154.8,0.743,0.984,0.721,0.708,-24.22,0.009
6283,109.1,0.888,0.825,0.358,0.628,-24.22,0.676
6284,87.2,0.399,0.233,0.957,0.219,-13.08,0.888
6285,142.6,0.622,0.391,0.709,0.075,-10.71,0.395
6286,96.5,0.708,0.941,0.117,0.872,-29.25,0.641
6287,154.8,0.555,0.301,0.308,0.908,-13.03,0.728
6288,120.5,0.873,0.646,0.795,0.497,-5.67,0.316
6289,194.4,0.26,0.834,0.848,0.106,-18.55,0.201
6290,127.5,0.244,0.701,0.835,0.3,-3.19,0.434
6291,80.9,0.556,0.669,0.761,0.766,-6.92,0.431
6292,132.3,0.66,0.359,0.817,0.381,-26.12,0.41
6293,193.1,0.685,0.628,0.06,0.267,-23.05,0.806
6294,127.8,0.502,0.96,0.749,0.449,-16.86,0.099
6295,68.0,0.47,0.967,0.937,0.668,-24.47,0.708
6296,148.3,0.538,0.514,0.254,0.284,-22.97,0.694
6297,115.9,0.622,0.911,0.226,0.146,-19.67,0.978
6298,102.6,0.898,0.969,0.957,0.287,-5.05,0.66
6299,98.6,0.649,0.477,0.874,0.884,-20.49,0.111
6300,196.9,0.511,0.428,0.608,0.785,-26.64,0.216
6301,170.0,0.465,0.467,0.61,0.439,-10.55,0.561
6302,115.2,0.858,0.752,0.353,0.919,-10.02,0.344
6303,87.0,0.44,0.671,0.878,0.528,-27.72,0.496
6304,69.2,0.741,0.32,0.778,0.198,-15.24,0.841
6305,114.7,0.82,0.955,0.763,0.733,-19.26,0.205
6306,182.6,0.232,0.533,0.828,0.601,-6.55,0.939
6307,160.2,0.501,0.934,0.091,0.324,-25.01,0.034
6308,167.5,0.559,0.278,0.636,0.089,-28.16,0.415
6309,119.6,0.686,0.803,0.027,0.185,-14.47,0.91
6310,151.0,0.694,0.494,0.279,0.229,-4.61,0.877
6311,66.6,0.337,0.204,0.308,0.857,-8.98,0.219
6312,103.3,0.658,0.861,0.985,0.472,-26.41,0.15
6313,195.6,0.284,0.177,0.464,0.081,-20.34,0.594
6314,135.9,0.437,0.864,0.507,0.086,-29.89,0.386
6315,139.3,0.378,0.667,0.749,0.364,-8.13,0.703
6316,177.9,0.87,0.802,0.954,0.654,-24.39,0.366
6317,171.9,0.678,0.214,0.99,0.375,-13.57,0.421
6318,116.2,0.526,0.776,0.754,0.619,-7.35,0.483
6319,154.2,0.873,0.774,0.202,0.563,-19.49,0.42
6320,78.5,0.489,0.878,0.398,0.698,-19.49,0.154
6321,137.4,0.542,0.585,0.82,0.333,-27.32,0.15
6322,182.5,0.362,0.971,0.131,0.813,-23.07,0.033
6323,84.4,0.879,0.641,0.332,0.101,-10.77,0.19
6324,163.8,0.563,0.673,0.004,0.46,-11.53,0.897
6325,176.3,0.633,0.448,0.123,0.26,-17.01,0.362
6326,181.2,0.789,0.654,0.706,0.432,-3.96,0.908
6327,155.7,0.506,0.755,0.03,0.236,-24.33,0.546
6328,125.1,0.46,0.901,0.684,0.878,-8.25,0.179
6329,176.8,0.544,0.647,0.106,0.309,-6.88,0.606
6330,181.8,0.463,0.391,0.494,0.857,-24.17,0.828
6331,176.9,0.608,0.929,0.522,0.947,-10.63,0.75
6332,75.4,0.531,0.469,0.631,0.761,-27.45,0.335
6333,119.3,0.738,0.774,0.04,0.33,-20.78,0.706
6334,130.1,0.77,0.918,0.941,0.275,-23.88,0.327
6335,168.9,0.57,0.161,0.398,0.875,-6.71,0.103
6336,191.6,0.782,0.837,0.825,0.25,-18.02,0.057
6337,112.7,0.525,0.497,0.925,0.171,-7.99,0.714
6338,179.0,0.65,0.207,0.204,0.775,-22.77,0.577
6339,139.2,0.459,0.571,0.346,0.411,-8.57,0.061
6340,98.9,0.641,0.246,0.709,0.208,-11.94,0.527
6341,92.0,0.854,0.833,0.203,0.158,-16.29,0.549
6342,197.0,0.565,0.421,0.479,0.405,-26.29,0.242
6343,133.1,0.261,0.281,0.594,0.33,-3.4,0.872
6344,90.3,0.321,0.431,0.121,0.421,-22.74,0.496
6345,98.3,0.891,0.572,0.761,0.616,-27.5,0.251
6346,198.9,0.747,0.949,0.947,0.702,-14.96,0.321
6347,133.5,0.52,0.66,0.712,0.73,-21.78,0.29
6348,136.9,0.75,0.943,0.715,0.082,-2.42,0.55
6349,121.9,0.438,0.508,0.468,0.296,-7.93,0.151
6350,134.6,0.456,0.594,0.793,0.663,-2.72,0.26
6351,101.5,0.723,0.703,0.31,0.545,-24.69,0.9
6352,100.0,0.317,0.176,0.587,0.21,-3.41,0.663
6353,60.5,0.5,0.138,0.531,0.157,-17.42,0.947
6354,131.6,0.807,0.335,0.063,0.694,-6.06,0.196
6355,103.6,0.572,0.3,0.346,0.935,-21.41,0.89
6356,144.9,0.649,0.873,0.204,0.989,-20.9,0.644
6357,187.6,0.557,0.273,0.594,0.41,-13.18,0.644
6358,117.9,0.725,0.663,0.341,0.588,-19.8,0.153
6359,95.9,0.77,0.991,0.508,0.477,-15.41,0.38
6360,95.1,0.763,0.782,0.15,0.356,-9.39,0.703
6361,141.0,0.858,0.748,0.39,0.726,-21.44,0.969
6362,164.7,0.701,0.566,0.631,0.539,-8.31,0.782
6363,153.8,0.49,0.944,0.028,0.518,-13.48,0.983
6364,174.1,0.546,0.166,0.871,0.768,-18.78,0.746
6365,67.5,0.822,0.867,0.699,0.724,-5.94,0.648
6366,84.8,0.637,0.551,0.938,0.416,-20.19,0.735
6367,188.2,0.793,0.409,0.454,0.806,-8.34,0.679
6368,134.5,0.612,0.128,0.336,0.733,-17.83,0.635
6369,87.1,0.718,0.747,0.08,0.591,-14.92,0.782
6370,151.1,0.391,0.192,0.089,0.09,-20.07,0.212
6371,112.9,0.721,0.58,0.617,0.571,-7.06,0.371
6372,79.2,0.767,0.209,0.7,0.088,-17.18,0.594
6373,130.0,0.505,0.432,0.347,0.014,-3.32,0.726
6374,168.3,0.389,0.974,0.694,0.625,-28.11,0.248
6375,66.6,0.707,0.107,0.231,0.889,-12.98,0.755
6376,94.4,0.435,0.937,0.031,0.811,-23.65,0.737
6377,70.4,0.942,0.494,0.331,0.358,-24.07,0.428
6378,149.4,0.742,0.981,0.146,0.766,-7.98,0.918
6379,191.5,0.409,0.485,0.385,0.662,-29.07,0.068
6380,79.2,0.553,0.527,0.65,0.176,-15.03,0.021
6381,177.4,0.745,0.792,0.595,0.821,-25.8,0.518
6382,135.5,0.38,0.281,0.385,0.78,-7.98,0.946
6383,104.1,0.698,0.301,0.958,0.557,-2.59,0.809
6384,131.9,0.856,0.313,0.908,0.712,-16.51,0.6
6385,90.0,0.392,0.304,0.907,0.352,-29.76,0.502
6386,99.1,0.604,0.996,0.896,0.873,-14.47,0.007
6387,81.5,0.472,0.111,0.563,0.85,-11.2,0.23
6388,139.0,0.504,0.55,0.368,0.467,-16.29,0.144
6389,195.3,0.249,0.68,0.386,0.456,-5.06,0.29
6390,120.7,0.367,0.472,0.09,0.756,-5.59,0.743
6391,62.8,0.585,0.971,0.738,0.238,-29.19,0.808
6392,198.8,0.892,0.885,0.684,0.087,-11.75,0.981
6393,162.4,0.421,0.653,0.87,0.903,-7.04,0.954
6394,183.6,0.824,0.676,0.631,0.666,-21.09,0.182
6395,89.9,0.606,0.388,0.163,0.314,-27.76,0.851
6396,152.7,0.556,0.382,0.94,0.328,-23.3,0.59
6397,111.4,0.365,0.37,0.522,0.393,-29.6,0.07
6398,188.0,0.372,0.765,0.328,0.549,-28.22,0.44
6399,149.0,0.624,0.854,0.9,0.926,-26.63,0.124
6400,141.2,0.545,0.584,0.981,0.13,-8.86,0.836
6401,80.3,0.896,0.318,0.117,0.857,-9.36,0.717
6402,121.8,0.683,0.266,0.8,0.953,-8.14,0.721
6403,176.7,0.489,0.425,0.775,0.03,-15.95,0.936
6404,67.5,0.512,0.964,0.864,0.404,-6.13,0.481
6405,68.6,0.281,0.925,0.744,0.377,-28.93,0.599
6406,198.8,0.822,0.591,0.177,0.538,-19.85,0.062
6407,86.7,0.352,0.604,0.636,0.428,-5.22,0.491
6408,148.8,0.712,0.807,0.86,0.17,-28.97,0.729
6409,108.9,0.692,0.62,0.175,0.13,-4.08,0.649
6410,118.0,0.469,0.241,0.561,0.627,-9.61,0.448
6411,108.7,0.647,0.68,0.533,0.103,-18.55,0.866
6412,168.2,0.382,0.597,0.322,0.214,-2.31,0.671
6413,176.5,0.719,0.737,0.713,0.525,-13.13,0.744
6414,178.2,0.583,0.384,0.159,0.647,-22.35,0.985
6415,194.4,0.477,0.349,0.364,0.097,-11.18,0.586
6416,116.0,0.648,0.906,0.419,0.672,-7.25,0.399
6417,71.7,0.693,0.11,0.702,0.233,-7.12,0.861
6418,171.8,0.678,0.889,0.744,0.468,-24.74,0.105
6419,165.9,0.686,0.805,0.26,0.039,-14.57,0.833
6420,166.1,0.643,0.627,0.301,0.369,-11.16,0.991
6421,187.8,0.601,0.414,0.92,0.245,-17.65,0.389
6422,61.3,0.622,0.678,0.673,0.039,-12.01,0.912
6423,132.3,0.673,0.888,0.123,0.337,-21.47,0.304
6424,157.9,0.652,0.133,0.462,0.143,-17.09,0.966
6425,94.9,0.909,0.668,0.609,0.103,-25.43,0.218
6426,123.2,0.273,0.515,0.676,0.244,-17.51,0.864
6427,89.1,0.594,0.537,0.468,0.18,-20.09,0.413
6428,165.0,0.808,0.119,0.426,0.405,-12.82,0.553
6429,176.5,0.637,0.589,0.306,0.109,-20.19,0.446
6430,156.1,0.552,0.876,0.446,0.659,-19.9,0.844
6431,99.9,0.277,0.469,0.658,0.834,-11.21,0.581
6432,162.7,0.779,0.607,0.935,0.414,-11.36,0.833
6433,132.8,0.696,0.259,0.659,0.111,-27.47,0.922
6434,132.2,0.703,0.196,0.181,0.302,-3.81,0.777
6435,176.1,0.555,0.381,0.375,0.756,-8.04,0.424
6436,116.0,0.743,0.304,0.627,0.158,-14.95,0.009
6437,81.9,0.613,0.971,0.63,0.658,-28.1,0.886
6438,80.6,0.552,0.802,0.915,0.773,-6.6,0.99
6439,69.7,0.437,0.626,0.146,0.462,-23.87,0.577
6440,106.8,0.61,0.76,0.269,0.082,-11.52,0.046
6441,120.4,0.526,0.984,0.648,0.729,-6.2,0.255
6442,94.6,0.872,0.608,0.513,0.288,-22.0,0.32
6443,138.4,0.872,0.909,0.576,0.528,-2.55,0.879
6444,189.9,0.502,0.654,0.643,0.828,-9.21,0.954
6445,94.8,0.588,0.553,0.641,0.024,-5.45,0.93
6446,87.1,0.628,0.398,0.996,0.987,-5.43,0.395
6447,96.0,0.654,0.102,0.281,0.242,-9.56,0.987
6448,106.1,0.889,0.908,0.74,0.796,-24.38,0.891
6449,126.0,0.44,0.582,0.358,0.177,-27.59,0.175
6450,88.0,0.425,0.315,0.496,0.808,-22.5,0.923
6451,101.3,0.531,0.192,0.803,0.099,-2.74,0.723
6452,172.8,0.358,0.37,0.552,0.566,-28.85,0.177
6453,135.6,0.752,0.464,0.876,0.153,-20.91,0.829
6454,169.1,0.435,0.63,0.896,0.101,-17.77,0.624
6455,173.5,0.459,0.573,0.313,0.525,-16.6,0.57
6456,110.2,0.73,0.229,0.35,0.09,-5.83,0.532
6457,149.2,0.618,0.5,0.31,0.67,-14.13,0.309
6458,69.0,0.752,0.359,0.186,0.582,-3.37,0.534
6459,181.8,0.256,1.0,0.64,0.181,-27.04,0.442
6460,82.7,0.793,0.531,0.541,0.849,-20.93,0.114
6461,173.6,0.607,0.501,0.033,0.523,-26.4,0.635
6462,195.7,0.825,0.118,0.712,0.696,-5.13,0.461
6463,141.3,0.814,0.639,0.086,0.569,-18.65,0.684
6464,116.5,0.77,0.493,0.124,0.52,-15.96,0.029
6465,110.0,0.532,0.183,0.048,0.465,-26.97,0.87
6466,86.4,0.627,0.537,0.759,0.812,-23.08,0.965
6467,160.8,0.722,0.691,0.299,0.603,-24.72,0.684
6468,137.0,0.755,0.399,0.644,0.383,-14.86,0.913
6469,89.7,0.463,0.547,0.799,0.412,-14.93,0.946
6470,137.7,0.523,0.206,0.66,0.395,-3.34,0.741
6471,155.1,0.595,0.822,0.536,0.728,-18.57,0.857
6472,87.8,0.886,0.121,0.841,0.264,-26.25,0.218
6473,88.2,0.675,0.998,0.353,0.46,-16.44,0.343
6474,92.1,0.733,0.256,0.636,0.044,-5.76,0.455
6475,60.9,0.929,0.266,0.074,0.777,-14.64,0.811
6476,155.5,0.728,0.75,0.796,0.461,-7.79,0.385
6477,172.6,0.619,0.479,0.263,0.255,-21.3,0.132
6478,158.3,0.481,0.796,0.255,0.805,-17.27,0.583
6479,142.9,0.382,0.703,0.921,0.4,-21.73,0.678
6480,134.0,0.378,0.73,0.612,0.847,-23.54,0.721
6481,195.4,0.375,0.681,0.126,0.085,-22.28,0.705
6482,66.1,0.479,0.854,0.626,0.66,-2.31,0.905
6483,149.3,0.541,0.267,0.582,0.504,-3.55,0.659
6484,199.6,0.864,0.627,0.172,0.134,-14.14,0.52
6485,188.1,0.463,0.455,0.319,0.461,-23.8,0.76
6486,124.1,0.459,0.602,0.914,0.798,-8.44,0.883
6487,169.4,0.721,0.218,0.396,0.162,-26.46,0.357
6488,109.9,0.443,0.742,0.397,0.859,-13.53,0.06
6489,151.1,0.781,0.317,0.101,0.443,-4.41,0.282
6490,155.6,0.654,0.976,0.662,0.028,-23.26,0.81
6491,67.9,0.514,0.766,0.094,0.553,-26.01,0.237
6492,186.2,0.581,0.413,0.594,0.803,-5.27,0.486
6493,146.5,0.409,0.733,0.427,0.51,-8.2,0.843
6494,112.6,0.226,0.902,0.406,0.828,-29.98,0.067
6495,97.2,0.681,0.445,0.461,0.595,-13.72,0.752
6496,112.6,0.469,0.437,0.336,0.93,-6.16,0.1
6497,190.0,0.431,0.552,0.088,0.219,-16.66,0.562
6498,135.0,0.522,0.155,0.947,0.284,-3.73,0.66
6499,97.4,0.735,0.127,0.448,0.146,-17.34,0.526
6500,65.3,0.312,0.518,0.501,0.396,-20.97,0.704
6501,126.5,0.721,0.168,0.03,0.638,-16.46,0.194
6502,174.1,0.866,0.729,0.795,0.04,-4.36,0.037
6503,141.0,0.775,0.894,0.039,0.639,-8.11,0.585
6504,122.2,0.417,0.479,0.656,0.515,-3.99,0.413
6505,126.4,0.899,0.657,0.449,0.056,-16.32,0.325
6506,90.3,0.468,0.294,0.303,0.461,-2.26,0.219
6507,68.6,0.228,0.706,0.411,0.002,-7.18,0.184
6508,128.7,0.355,0.51,0.844,0.857,-8.71,0.05
6509,161.8,0.733,0.915,0.715,0.761,-27.5,0.744
6510,102.2,0.786,0.353,0.055,0.523,-24.78,0.342
6511,189.4,0.438,0.422,0.736,0.923,-16.96,0.533
6512,75.7,0.497,0.25,0.478,0.979,-10.2,0.451
6513,143.5,0.749,0.838,0.426,0.434,-2.11,0.278
6514,180.9,0.873,0.476,0.268,0.391,-23.99,0.737
6515,196.3,0.519,0.67,0.393,0.864,-14.42,0.886
6516,90.2,0.509,0.529,0.227,0.016,-24.06,0.4
6517,93.3,0.638,0.684,0.265,0.203,-16.69,0.43
6518,114.2,0.64,0.639,0.45,0.172,-12.61,0.315
6519,155.1,0.934,0.987,0.318,0.411,-9.91,0.384
6520,101.8,0.718,0.157,0.897,0.049,-20.04,0.297
6521,96.6,0.848,0.381,0.728,0.752,-15.34,0.884
6522,93.6,0.522,0.585,0.282,0.193,-7.12,0.125
6523,137.8,0.413,0.463,0.252,0.25,-5.06,0.823
6524,84.2,0.948,0.181,0.258,0.428,-9.96,0.08
6525,65.7,0.664,0.229,0.668,0.157,-8.37,0.036
6526,96.9,0.821,0.213,0.951,0.684,-25.76,0.681
6527,77.5,0.475,0.583,0.885,0.827,-11.55,0.116
6528,66.7,0.592,0.665,0.237,0.956,-25.49,0.686
6529,192.9,0.28,0.552,0.989,0.949,-6.24,0.524
6530,199.2,0.548,0.985,0.078,0.69,-21.64,0.844
6531,139.3,0.8,0.293,0.413,0.16,-29.97,0.81
6532,131.7,0.653,0.785,1.0,0.332,-19.74,0.914
6533,81.6,0.398,0.866,0.63,0.438,-8.98,0.739
6534,178.7,0.642,0.64,0.83,0.134,-12.53,0.802
6535,136.6,0.281,0.105,0.308,0.288,-25.45,0.042
6536,167.5,0.498,0.696,0.866,0.697,-29.78,0.918
6537,108.1,0.73,0.175,0.361,0.394,-19.92,0.909
6538,115.7,0.768,0.865,0.771,0.803,-24.03,0.468
6539,175.7,0.494,0.92,0.248,0.338,-5.53,0.379
6540,162.7,0.71,0.764,0.877,0.079,-15.07,0.342
6541,72.4,0.338,0.636,0.325,0.685,-23.46,0.702
6542,148.1,0.356,0.837,0.711,0.719,-5.48,0.289
6543,132.9,0.412,0.7,0.897,0.681,-24.4,0.159
6544,185.7,0.845,0.898,0.642,0.609,-21.9,0.269
6545,179.2,0.786,0.206,0.776,0.341,-11.05,0.302
6546,63.3,0.372,0.165,0.697,0.971,-2.44,0.971
6547,101.1,0.435,0.135,0.431,0.876,-10.08,0.352
6548,167.7,0.769,0.729,0.882,0.091,-11.91,0.881
6549,139.7,0.445,0.356,0.801,0.003,-13.7,0.873
6550,110.6,0.727,0.711,0.299,0.841,-28.83,0.795
6551,85.4,0.717,0.65,0.276,0.481,-11.41,0.623
6552,115.0,0.725,0.409,0.991,0.789,-15.98,0.262
6553,88.2,0.501,0.752,0.714,0.26,-24.76,0.23
6554,70.0,0.918,0.186,0.982,0.257,-24.65,0.285
6555,173.8,0.733,0.282,0.323,0.879,-22.23,0.251
6556,69.1,0.474,0.12,0.479,0.904,-6.62,0.991
6557,184.5,0.74,0.847,0.223,0.829,-19.52,0.592
6558,191.4,0.704,0.105,0.207,0.417,-10.36,0.175
6559,165.1,0.34,0.491,0.855,0.643,-6.57,0.023
6560,178.4,0.587,0.156,0.097,0.691,-2.02,0.768
6561,146.7,0.477,0.888,0.651,0.05,-2.76,0.1
6562,112.3,0.535,0.548,0.569,0.811,-26.79,0.928
6563,119.2,0.517,0.836,0.414,0.837,-29.89,0.441
6564,69.6,0.812,0.64,0.21,0.847,-24.62,0.169
6565,78.7,0.534,0.181,0.37,0.115,-8.59,0.348
6566,99.6,0.606,0.514,0.068,0.555,-17.21,0.009
6567,198.1,0.553,0.784,0.596,0.049,-20.26,0.453
6568,75.4,0.783,0.773,0.883,0.02,-10.86,0.764
6569,167.2,0.485,0.915,0.023,0.281,-26.16,0.434
6570,82.4,0.548,0.698,0.897,0.329,-17.75,0.179
6571,131.1,0.44,0.217,0.807,0.569,-14.89,0.91
6572,191.0,0.361,0.992,0.613,0.565,-5.82,0.856
6573,67.0,0.403,0.575,0.807,0.685,-20.47,0.007
6574,87.6,0.523,0.756,0.727,0.315,-28.07,0.69
6575,127.9,0.785,0.308,0.753,0.026,-10.36,0.711
6576,64.4,0.448,0.191,0.511,0.535,-12.63,0.621
6577,172.5,0.598,0.344,0.666,0.472,-12.91,0.679
6578,165.1,0.425,0.116,0.943,0.783,-27.64,0.987
6579,171.1,0.529,0.326,0.124,0.175,-11.99,0.967
6580,127.3,0.358,0.541,0.37,0.41,-29.5,0.503
6581,180.3,0.346,0.861,0.238,0.481,-6.07,0.129
6582,84.6,0.806,0.516,0.113,0.781,-26.87,0.715
6583,157.3,0.834,0.409,0.724,0.799,-8.03,0.015
6584,101.6,0.458,0.893,0.99,0.885,-17.78,0.973
6585,107.3,0.543,0.694,0.974,0.207,-23.05,0.441
6586,194.9,0.461,0.41,0.911,0.328,-17.59,0.841
6587,62.2,0.347,0.656,0.141,0.698,-11.0,0.272
6588,136.7,0.487,0.802,0.858,0.104,-20.02,0.948
6589,191.8,0.719,0.311,0.906,0.245,-28.21,0.043
6590,76.5,0.737,0.543,0.032,0.207,-28.9,0.005
6591,181.0,0.531,0.149,0.48,0.275,-26.02,0.037
6592,134.2,0.407,0.865,0.713,0.658,-26.31,0.856
6593,183.8,0.577,0.126,0.723,0.439,-28.57,0.509
6594,63.4,0.727,0.855,0.356,0.775,-28.71,0.093
6595,192.1,0.581,0.256,0.134,0.711,-21.75,0.796
6596,116.7,0.506,0.519,0.302,0.393,-8.34,0.763
6597,69.8,0.319,0.328,0.774,0.353,-26.5,0.202
6598,102.4,0.57,0.793,0.859,0.987,-29.61,0.515
6599,63.1,0.376,0.326,0.636,0.245,-9.33,0.899
6600,133.2,0.609,0.8,0.079,0.79,-11.36,0.071
6601,121.9,0.872,0.36,0.79,0.522,-26.68,0.7
6602,93.5,0.732,0.248,0.947,0.505,-22.56,0.414
6603,138.5,0.311,0.215,0.072,0.409,-7.64,0.888
6604,61.9,0.732,0.561,0.798,0.28,-5.08,0.795
6605,75.9,0.441,0.865,0.401,0.815,-26.42,0.335
6606,95.3,0.546,0.173,0.56,0.0,-27.16,0.174
6607,196.8,0.526,0.423,0.63,0.036,-13.55,0.501
6608,191.8,0.314,0.742,0.302,0.377,-10.21,0.815
6609,161.2,0.727,0.758,0.562,0.182,-19.1,0.918
6610,193.3,0.411,0.861,0.278,0.557,-23.33,0.975
6611,184.2,0.667,0.161,0.928,0.157,-6.23,0.908
6612,139.7,0.648,0.412,0.227,0.987,-2.09,0.988
6613,76.0,0.486,0.197,0.517,0.559,-8.39,0.986
6614,120.6,0.407,0.952,0.44,0.258,-3.77,0.285
6615,146.4,0.713,0.677,0.645,0.248,-28.42,0.968
6616,121.6,0.923,0.555,0.539,0.03,-10.72,0.177
6617,118.4,0.723,0.991,0.813,0.698,-13.91,0.825
6618,140.8,0.531,0.281,0.145,0.18,-14.21,0.07
6619,146.7,0.643,0.769,0.157,0.273,-15.35,0.478
6620,74.5,0.734,0.699,0.502,0.36,-2.69,0.057
6621,116.5,0.685,0.94,0.3,0.912,-4.38,0.471
6622,73.0,0.632,0.209,0.082,0.151,-9.06,0.18
6623,77.7,0.598,0.41,0.252,0.203,-26.03,0.3
6624,101.7,0.735,0.138,0.504,0.794,-18.87,0.418
6625,122.6,0.346,0.212,0.736,0.426,-29.4,0.392
6626,102.3,0.76,0.121,0.855,0.095,-7.46,0.515
6627,122.2,0.412,0.528,0.847,0.306,-9.18,0.928
6628,161.6,0.381,0.993,0.948,0.685,-22.56,0.703
6629,172.1,0.743,0.407,0.774,0.871,-6.56,0.106
6630,160.9,0.318,0.956,0.102,0.817,-5.4,0.5
6631,198.0,0.779,0.124,0.378,0.323,-9.39,0.671
6632,115.2,0.763,0.537,0.086,0.813,-11.83,0.585
6633,166.0,0.335,0.607,0.234,0.223,-18.93,0.068
6634,153.4,0.418,0.987,0.614,0.621,-21.65,0.291
6635,122.2,0.516,0.229,0.632,0.423,-4.25,0.177
6636,190.4,0.718,0.613,0.866,0.531,-12.96,0.609
6637,158.5,0.451,0.401,0.073,0.394,-13.48,0.414
6638,124.2,0.39,0.219,0.526,0.814,-23.5,0.295
6639,189.3,0.69,0.208,0.522,0.155,-18.07,0.377
6640,155.8,0.569,0.447,0.91,0.838,-7.83,0.941
6641,87.3,0.888,0.743,0.236,0.67,-12.21,0.194
6642,87.5,0.538,0.755,0.643,0.624,-28.97,0.633
6643,110.7,0.391,0.493,0.329,0.575,-27.12,0.816
